interaction_id,customer_id,interaction_date,channel,interaction_type,interaction_outcome
I0002405,C000136,2026-03-04,SMS,LOAN_QUERY,PENDING
I0002406,C000790,2025-01-31,BRANCH,LOAN_QUERY,RESOLVED
I0002407,C000562,2025-07-10,BRANCH,COMPLAINT,RESOLVED
I0002408,C000319,2025-07-27,CALL,PAYMENT_REMINDER,PENDING
I0002409,C000112,2025-07-01,EMAIL,PAYMENT_REMINDER,ESCALATED
I0002410,C000486,2026-06-10,APP,LOAN_QUERY,PENDING
I0002411,C000030,2025-06-01,APP,LOAN_QUERY,PENDING
I0002412,C000788,2025-11-27,CALL,COLLECTION,ESCALATED
I0002413,C000134,2026-07-05,BRANCH,PAYMENT_REMINDER,PENDING
I0002414,C000970,2024-11-06,EMAIL,COLLECTION,ESCALATED
I0002415,C000549,2025-04-11,SMS,COMPLAINT,RESOLVED
I0002416,C000794,2025-09-29,EMAIL,PAYMENT_REMINDER,RESOLVED
I0002417,C000889,2026-05-02,EMAIL,COLLECTION,ESCALATED
I0002418,C000712,2026-08-13,BRANCH,COLLECTION,ESCALATED
I0002419,C000753,2025-07-15,BRANCH,LOAN_QUERY,PENDING
I0002420,C000896,2025-01-16,APP,COMPLAINT,RESOLVED
I0002421,C000294,2025-06-30,EMAIL,LOAN_QUERY,RESOLVED
I0002422,C000324,2026-05-20,BRANCH,COMPLAINT,PENDING
I0002423,C000347,2025-03-26,BRANCH,COMPLAINT,PENDING
I0002424,C000412,2026-07-25,EMAIL,GENERAL_QUERY,ESCALATED
I0002425,C000931,2026-01-25,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002426,C000466,2025-10-17,BRANCH,COMPLAINT,RESOLVED
I0002427,C001000,2024-11-02,EMAIL,COMPLAINT,PENDING
I0002428,C000620,2026-01-10,EMAIL,COLLECTION,PENDING
I0002429,C000965,2026-08-28,CALL,GENERAL_QUERY,RESOLVED
I0002430,C000663,2025-08-05,EMAIL,PAYMENT_REMINDER,RESOLVED
I0002431,C000090,2025-08-05,CALL,COLLECTION,RESOLVED
I0002432,C000976,2025-05-07,SMS,COMPLAINT,RESOLVED
I0002433,C000336,2024-12-06,EMAIL,COLLECTION,RESOLVED
I0002434,C000371,2025-04-11,SMS,COMPLAINT,PENDING
I0002435,C000247,2025-09-18,CALL,LOAN_QUERY,RESOLVED
I0002436,C000503,2026-05-16,BRANCH,COMPLAINT,RESOLVED
I0002437,C000436,2025-06-29,SMS,COMPLAINT,PENDING
I0002438,C000881,2025-03-05,SMS,LOAN_QUERY,RESOLVED
I0002439,C000566,2025-03-28,SMS,COMPLAINT,ESCALATED
I0002440,C000381,2025-07-27,EMAIL,LOAN_QUERY,PENDING
I0002441,C000127,2026-07-07,CALL,COLLECTION,RESOLVED
I0002442,C000661,2025-12-11,CALL,GENERAL_QUERY,PENDING
I0002443,C000015,2026-03-12,SMS,PAYMENT_REMINDER,ESCALATED
I0002444,C000805,2025-07-01,CALL,COMPLAINT,ESCALATED
I0002445,C000489,2025-01-17,APP,GENERAL_QUERY,RESOLVED
I0002446,C000622,2025-04-28,APP,GENERAL_QUERY,ESCALATED
I0002447,C000539,2026-07-30,EMAIL,LOAN_QUERY,ESCALATED
I0002448,C000843,2025-08-24,APP,COMPLAINT,PENDING
I0002449,C000125,2026-05-12,EMAIL,COLLECTION,RESOLVED
I0002450,C000327,2025-04-14,EMAIL,COLLECTION,ESCALATED
I0002451,C000158,2026-09-03,CALL,GENERAL_QUERY,PENDING
I0002452,C000444,2026-05-02,CALL,COMPLAINT,ESCALATED
I0002453,C000030,2025-07-18,CALL,PAYMENT_REMINDER,ESCALATED
I0002454,C000073,2025-08-19,APP,COLLECTION,ESCALATED
I0002455,C000596,2026-03-28,EMAIL,GENERAL_QUERY,ESCALATED
I0002456,C000624,2025-05-20,BRANCH,PAYMENT_REMINDER,RESOLVED
I0002457,C000919,2026-02-16,BRANCH,LOAN_QUERY,RESOLVED
I0002458,C000261,2025-03-16,SMS,PAYMENT_REMINDER,ESCALATED
I0002459,C000251,2025-06-05,SMS,GENERAL_QUERY,PENDING
I0002460,C000860,2025-02-24,SMS,PAYMENT_REMINDER,RESOLVED
I0002461,C000756,2025-11-25,CALL,COMPLAINT,PENDING
I0002462,C000537,2025-12-10,EMAIL,PAYMENT_REMINDER,ESCALATED
I0002463,C000996,2026-03-12,EMAIL,LOAN_QUERY,RESOLVED
I0002464,C000630,2026-03-05,BRANCH,COMPLAINT,ESCALATED
I0002465,C000664,2026-03-13,EMAIL,LOAN_QUERY,RESOLVED
I0002466,C000240,2026-09-05,BRANCH,LOAN_QUERY,PENDING
I0002467,C000657,2025-07-29,SMS,COMPLAINT,RESOLVED
I0002468,C000935,2024-12-23,EMAIL,COLLECTION,ESCALATED
I0002469,C000082,2026-04-30,EMAIL,COMPLAINT,PENDING
I0002470,C000873,2026-01-21,BRANCH,COMPLAINT,ESCALATED
I0002471,C000046,2026-08-01,APP,COMPLAINT,RESOLVED
I0002472,C000280,2026-05-03,EMAIL,LOAN_QUERY,PENDING
I0002473,C000530,2025-12-07,EMAIL,GENERAL_QUERY,PENDING
I0002474,C000172,2025-11-18,SMS,LOAN_QUERY,RESOLVED
I0002475,C000432,2026-08-06,BRANCH,GENERAL_QUERY,RESOLVED
I0002476,C000082,2025-06-06,BRANCH,COMPLAINT,ESCALATED
I0002477,C000562,2026-04-19,SMS,LOAN_QUERY,PENDING
I0002478,C000461,2025-03-29,CALL,COMPLAINT,PENDING
I0002479,C000498,2025-01-13,SMS,GENERAL_QUERY,RESOLVED
I0002480,C000853,2025-04-28,BRANCH,PAYMENT_REMINDER,PENDING
I0002481,C000329,2025-02-20,SMS,LOAN_QUERY,ESCALATED
I0002482,C000426,2026-07-29,SMS,COMPLAINT,PENDING
I0002483,C000360,2026-08-24,APP,COLLECTION,PENDING
I0002484,C000932,2026-03-19,APP,COLLECTION,RESOLVED
I0002485,C000870,2026-04-25,APP,COLLECTION,RESOLVED
I0002486,C000150,2025-07-14,EMAIL,COMPLAINT,PENDING
I0002487,C000022,2025-10-04,BRANCH,COMPLAINT,PENDING
I0002488,C000786,2026-09-03,APP,COLLECTION,PENDING
I0002489,C000909,2025-12-20,APP,COMPLAINT,RESOLVED
I0002490,C000894,2025-01-11,APP,PAYMENT_REMINDER,RESOLVED
I0002491,C000942,2025-05-05,CALL,LOAN_QUERY,RESOLVED
I0002492,C000126,2024-12-05,APP,LOAN_QUERY,RESOLVED
I0002493,C000542,2025-06-06,CALL,LOAN_QUERY,RESOLVED
I0002494,C000372,2025-09-19,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002495,C000610,2024-11-18,BRANCH,GENERAL_QUERY,RESOLVED
I0002496,C000236,2025-01-15,SMS,PAYMENT_REMINDER,ESCALATED
I0002497,C000226,2026-01-26,BRANCH,LOAN_QUERY,ESCALATED
I0002498,C000414,2025-09-06,CALL,PAYMENT_REMINDER,RESOLVED
I0002499,C000424,2026-07-18,APP,COLLECTION,ESCALATED
I0002500,C000628,2026-01-29,EMAIL,LOAN_QUERY,RESOLVED
I0002501,C000578,2026-03-12,EMAIL,GENERAL_QUERY,PENDING
I0002502,C000830,2026-09-11,EMAIL,COLLECTION,RESOLVED
I0002503,C000988,2025-08-06,CALL,PAYMENT_REMINDER,PENDING
I0002504,C000109,2025-02-15,SMS,COLLECTION,ESCALATED
I0002505,C000878,2026-04-17,APP,COLLECTION,PENDING
I0002506,C000422,2026-01-14,CALL,PAYMENT_REMINDER,PENDING
I0002507,C000117,2025-11-14,SMS,COLLECTION,PENDING
I0002508,C000930,2026-09-09,CALL,COMPLAINT,RESOLVED
I0002509,C000276,2025-03-09,APP,PAYMENT_REMINDER,RESOLVED
I0002510,C000751,2025-05-25,APP,GENERAL_QUERY,PENDING
I0002511,C000346,2025-04-14,BRANCH,COMPLAINT,ESCALATED
I0002512,C000489,2025-02-28,CALL,COMPLAINT,RESOLVED
I0002513,C000157,2026-09-16,APP,LOAN_QUERY,PENDING
I0002514,C000252,2026-02-10,EMAIL,LOAN_QUERY,RESOLVED
I0002515,C000594,2025-04-26,EMAIL,COLLECTION,RESOLVED
I0002516,C000677,2025-08-01,BRANCH,COMPLAINT,PENDING
I0002517,C000378,2025-11-16,APP,COMPLAINT,PENDING
I0002518,C000943,2025-05-29,APP,COMPLAINT,PENDING
I0002519,C000763,2025-10-09,SMS,COLLECTION,RESOLVED
I0002520,C000683,2026-04-20,CALL,COMPLAINT,PENDING
I0002521,C000453,2025-08-15,APP,COLLECTION,ESCALATED
I0002522,C000015,2025-03-26,SMS,PAYMENT_REMINDER,PENDING
I0002523,C000899,2026-02-17,EMAIL,LOAN_QUERY,PENDING
I0002524,C000787,2025-12-08,BRANCH,COLLECTION,RESOLVED
I0002525,C000193,2024-10-06,BRANCH,LOAN_QUERY,ESCALATED
I0002526,C000412,2025-08-02,APP,PAYMENT_REMINDER,PENDING
I0002527,C000167,2026-05-18,BRANCH,LOAN_QUERY,PENDING
I0002528,C000617,2024-12-03,APP,LOAN_QUERY,PENDING
I0002529,C000969,2025-07-18,EMAIL,LOAN_QUERY,RESOLVED
I0002530,C000155,2026-04-06,CALL,COLLECTION,ESCALATED
I0002531,C000653,2025-11-08,BRANCH,GENERAL_QUERY,RESOLVED
I0002532,C000723,2025-01-08,BRANCH,LOAN_QUERY,PENDING
I0002533,C000582,2025-05-03,CALL,GENERAL_QUERY,RESOLVED
I0002534,C000918,2025-11-29,CALL,LOAN_QUERY,RESOLVED
I0002535,C000104,2025-09-16,CALL,COLLECTION,PENDING
I0002536,C000279,2025-12-18,CALL,GENERAL_QUERY,PENDING
I0002537,C000581,2026-01-25,APP,COLLECTION,RESOLVED
I0002538,C000767,2025-03-18,EMAIL,LOAN_QUERY,PENDING
I0002539,C000108,2026-01-07,EMAIL,COMPLAINT,ESCALATED
I0002540,C000119,2026-01-01,SMS,COLLECTION,ESCALATED
I0002541,C000214,2026-04-23,EMAIL,PAYMENT_REMINDER,PENDING
I0002542,C000658,2026-08-07,APP,COMPLAINT,ESCALATED
I0002543,C000547,2026-04-28,BRANCH,COLLECTION,ESCALATED
I0002544,C000557,2025-11-14,BRANCH,LOAN_QUERY,PENDING
I0002545,C000664,2026-05-20,CALL,COMPLAINT,RESOLVED
I0002546,C000030,2026-02-08,APP,GENERAL_QUERY,PENDING
I0002547,C000876,2024-11-14,BRANCH,GENERAL_QUERY,PENDING
I0002548,C000892,2025-08-04,CALL,LOAN_QUERY,PENDING
I0002549,C000789,2024-11-29,EMAIL,GENERAL_QUERY,ESCALATED
I0002550,C000774,2025-06-18,BRANCH,GENERAL_QUERY,RESOLVED
I0002551,C000388,2026-07-16,APP,PAYMENT_REMINDER,RESOLVED
I0002552,C000267,2025-03-09,BRANCH,GENERAL_QUERY,RESOLVED
I0002553,C000287,2026-02-21,APP,COLLECTION,ESCALATED
I0002554,C000345,2025-10-09,SMS,GENERAL_QUERY,ESCALATED
I0002555,C000121,2024-11-19,SMS,PAYMENT_REMINDER,RESOLVED
I0002556,C000513,2024-12-03,EMAIL,LOAN_QUERY,PENDING
I0002557,C000150,2025-07-18,BRANCH,COLLECTION,RESOLVED
I0002558,C000755,2026-08-13,EMAIL,LOAN_QUERY,ESCALATED
I0002559,C000003,2026-05-16,APP,COMPLAINT,ESCALATED
I0002560,C000739,2025-10-21,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002561,C000735,2026-02-07,EMAIL,COMPLAINT,RESOLVED
I0002562,C000227,2025-02-15,BRANCH,LOAN_QUERY,PENDING
I0002563,C000912,2026-03-09,EMAIL,COLLECTION,PENDING
I0002564,C000095,2025-09-09,EMAIL,GENERAL_QUERY,PENDING
I0002565,C000167,2024-11-23,SMS,PAYMENT_REMINDER,PENDING
I0002566,C000791,2024-10-08,APP,GENERAL_QUERY,PENDING
I0002567,C000230,2025-03-25,BRANCH,COMPLAINT,PENDING
I0002568,C000498,2024-10-03,APP,COLLECTION,PENDING
I0002569,C000816,2025-10-07,CALL,COLLECTION,ESCALATED
I0002570,C000483,2026-06-04,EMAIL,GENERAL_QUERY,ESCALATED
I0002571,C000665,2025-02-24,CALL,COLLECTION,ESCALATED
I0002572,C000355,2025-09-19,APP,COLLECTION,ESCALATED
I0002573,C000701,2024-12-26,CALL,COLLECTION,RESOLVED
I0002574,C000188,2025-07-07,EMAIL,PAYMENT_REMINDER,PENDING
I0002575,C000507,2024-10-31,APP,GENERAL_QUERY,PENDING
I0002576,C000791,2025-09-17,SMS,COLLECTION,RESOLVED
I0002577,C000341,2026-03-06,BRANCH,COMPLAINT,PENDING
I0002578,C000935,2025-01-22,EMAIL,COMPLAINT,ESCALATED
I0002579,C000484,2026-05-10,EMAIL,COLLECTION,RESOLVED
I0002580,C000447,2026-06-22,EMAIL,COMPLAINT,PENDING
I0002581,C000019,2026-05-09,EMAIL,COMPLAINT,RESOLVED
I0002582,C000896,2024-09-19,CALL,LOAN_QUERY,RESOLVED
I0002583,C000907,2024-11-29,APP,COLLECTION,ESCALATED
I0002584,C000024,2025-04-16,BRANCH,LOAN_QUERY,ESCALATED
I0002585,C000572,2025-11-06,BRANCH,GENERAL_QUERY,RESOLVED
I0002586,C000863,2026-01-05,EMAIL,GENERAL_QUERY,ESCALATED
I0002587,C000654,2025-08-11,BRANCH,PAYMENT_REMINDER,RESOLVED
I0002588,C000986,2026-06-10,EMAIL,LOAN_QUERY,RESOLVED
I0002589,C000773,2025-09-25,SMS,COLLECTION,RESOLVED
I0002590,C000899,2025-11-20,BRANCH,LOAN_QUERY,RESOLVED
I0002591,C000186,2026-08-19,EMAIL,COLLECTION,RESOLVED
I0002592,C000729,2026-03-22,APP,COMPLAINT,ESCALATED
I0002593,C000232,2024-09-30,BRANCH,GENERAL_QUERY,PENDING
I0002594,C000995,2025-11-21,EMAIL,GENERAL_QUERY,RESOLVED
I0002595,C000465,2026-08-13,SMS,COLLECTION,ESCALATED
I0002596,C000005,2025-01-02,APP,COLLECTION,ESCALATED
I0002597,C000221,2025-07-13,EMAIL,LOAN_QUERY,PENDING
I0002598,C000993,2026-04-07,EMAIL,COLLECTION,ESCALATED
I0002599,C000820,2025-04-17,CALL,GENERAL_QUERY,ESCALATED
I0002600,C000888,2025-12-05,SMS,PAYMENT_REMINDER,PENDING
I0002601,C000053,2025-02-24,CALL,COLLECTION,PENDING
I0002602,C000536,2024-12-16,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002603,C000715,2024-12-27,APP,COLLECTION,RESOLVED
I0002604,C000197,2024-12-20,BRANCH,COLLECTION,ESCALATED
I0002605,C000255,2025-04-25,SMS,PAYMENT_REMINDER,RESOLVED
I0002606,C000063,2025-07-22,CALL,COLLECTION,RESOLVED
I0002607,C000077,2026-05-17,SMS,LOAN_QUERY,ESCALATED
I0002608,C000897,2025-02-15,BRANCH,GENERAL_QUERY,RESOLVED
I0002609,C000511,2025-12-19,CALL,GENERAL_QUERY,PENDING
I0002610,C000647,2026-05-05,BRANCH,COLLECTION,ESCALATED
I0002611,C000779,2025-05-05,BRANCH,LOAN_QUERY,ESCALATED
I0002612,C000906,2026-05-17,BRANCH,COMPLAINT,PENDING
I0002613,C000994,2026-05-09,CALL,PAYMENT_REMINDER,ESCALATED
I0002614,C000867,2025-08-25,BRANCH,COLLECTION,ESCALATED
I0002615,C000172,2025-07-21,CALL,LOAN_QUERY,PENDING
I0002616,C000256,2025-02-05,BRANCH,COLLECTION,PENDING
I0002617,C000842,2025-05-25,APP,PAYMENT_REMINDER,PENDING
I0002618,C000924,2026-01-28,BRANCH,COMPLAINT,PENDING
I0002619,C000381,2025-04-19,APP,COLLECTION,ESCALATED
I0002620,C000177,2026-06-29,APP,LOAN_QUERY,RESOLVED
I0002621,C000118,2025-01-05,APP,PAYMENT_REMINDER,PENDING
I0002622,C000697,2026-04-20,EMAIL,GENERAL_QUERY,RESOLVED
I0002623,C000155,2025-12-09,SMS,COLLECTION,RESOLVED
I0002624,C000232,2026-06-23,SMS,PAYMENT_REMINDER,ESCALATED
I0002625,C000100,2026-01-20,SMS,GENERAL_QUERY,RESOLVED
I0002626,C000576,2025-01-21,EMAIL,LOAN_QUERY,RESOLVED
I0002627,C000101,2025-07-14,APP,LOAN_QUERY,RESOLVED
I0002628,C000349,2026-07-02,BRANCH,GENERAL_QUERY,RESOLVED
I0002629,C000302,2026-03-15,APP,PAYMENT_REMINDER,RESOLVED
I0002630,C000451,2025-05-04,EMAIL,GENERAL_QUERY,RESOLVED
I0002631,C000813,2025-06-10,SMS,GENERAL_QUERY,RESOLVED
I0002632,C000674,2026-04-22,APP,COMPLAINT,RESOLVED
I0002633,C000673,2025-07-27,APP,COMPLAINT,RESOLVED
I0002634,C000988,2025-02-22,EMAIL,PAYMENT_REMINDER,PENDING
I0002635,C000790,2026-08-29,SMS,COMPLAINT,PENDING
I0002636,C000731,2026-06-11,EMAIL,COLLECTION,RESOLVED
I0002637,C000505,2025-02-11,CALL,LOAN_QUERY,PENDING
I0002638,C000231,2025-12-24,APP,LOAN_QUERY,ESCALATED
I0002639,C000068,2024-12-09,CALL,COMPLAINT,PENDING
I0002640,C000527,2025-09-08,CALL,COLLECTION,RESOLVED
I0002641,C000041,2025-01-01,APP,LOAN_QUERY,ESCALATED
I0002642,C000912,2026-04-20,EMAIL,GENERAL_QUERY,RESOLVED
I0002643,C000785,2026-09-08,CALL,LOAN_QUERY,RESOLVED
I0002644,C000375,2025-12-14,BRANCH,COLLECTION,RESOLVED
I0002645,C000220,2026-07-16,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002646,C000876,2026-06-04,BRANCH,COMPLAINT,RESOLVED
I0002647,C000211,2025-12-17,APP,COMPLAINT,ESCALATED
I0002648,C000806,2026-01-18,BRANCH,PAYMENT_REMINDER,RESOLVED
I0002649,C000829,2026-08-15,SMS,GENERAL_QUERY,ESCALATED
I0002650,C000454,2025-05-07,APP,PAYMENT_REMINDER,ESCALATED
I0002651,C000653,2024-09-24,EMAIL,LOAN_QUERY,RESOLVED
I0002652,C000064,2025-03-02,CALL,GENERAL_QUERY,RESOLVED
I0002653,C000647,2025-07-20,EMAIL,PAYMENT_REMINDER,ESCALATED
I0002654,C000754,2026-06-15,APP,COLLECTION,RESOLVED
I0002655,C000710,2025-12-04,SMS,GENERAL_QUERY,RESOLVED
I0002656,C000003,2025-04-07,CALL,PAYMENT_REMINDER,PENDING
I0002657,C000401,2025-10-13,CALL,LOAN_QUERY,ESCALATED
I0002658,C000877,2026-07-05,CALL,COMPLAINT,RESOLVED
I0002659,C000904,2026-02-14,CALL,COLLECTION,RESOLVED
I0002660,C000701,2024-11-17,SMS,PAYMENT_REMINDER,RESOLVED
I0002661,C000252,2026-02-16,BRANCH,GENERAL_QUERY,RESOLVED
I0002662,C000455,2024-12-10,BRANCH,GENERAL_QUERY,ESCALATED
I0002663,C000174,2025-02-03,CALL,LOAN_QUERY,ESCALATED
I0002664,C000216,2026-01-27,APP,COLLECTION,RESOLVED
I0002665,C000010,2025-08-03,EMAIL,LOAN_QUERY,RESOLVED
I0002666,C000429,2026-03-15,SMS,COMPLAINT,PENDING
I0002667,C000982,2026-08-24,EMAIL,LOAN_QUERY,ESCALATED
I0002668,C000105,2025-07-10,EMAIL,PAYMENT_REMINDER,ESCALATED
I0002669,C000968,2026-03-28,BRANCH,GENERAL_QUERY,ESCALATED
I0002670,C000544,2025-04-30,CALL,GENERAL_QUERY,RESOLVED
I0002671,C000327,2025-11-30,CALL,COMPLAINT,RESOLVED
I0002672,C000112,2025-09-08,BRANCH,GENERAL_QUERY,PENDING
I0002673,C000494,2024-11-23,BRANCH,COMPLAINT,PENDING
I0002674,C000582,2026-01-10,CALL,GENERAL_QUERY,PENDING
I0002675,C000142,2025-07-31,EMAIL,PAYMENT_REMINDER,ESCALATED
I0002676,C000462,2025-09-01,SMS,PAYMENT_REMINDER,PENDING
I0002677,C000185,2026-02-20,EMAIL,COMPLAINT,RESOLVED
I0002678,C000339,2024-10-05,EMAIL,PAYMENT_REMINDER,PENDING
I0002679,C000066,2025-08-01,EMAIL,PAYMENT_REMINDER,RESOLVED
I0002680,C000656,2026-02-27,BRANCH,PAYMENT_REMINDER,RESOLVED
I0002681,C000151,2026-08-07,SMS,PAYMENT_REMINDER,RESOLVED
I0002682,C000377,2025-11-17,BRANCH,COMPLAINT,PENDING
I0002683,C000293,2025-03-09,SMS,COLLECTION,RESOLVED
I0002684,C000360,2025-03-04,CALL,PAYMENT_REMINDER,ESCALATED
I0002685,C000591,2025-05-29,APP,COMPLAINT,RESOLVED
I0002686,C000300,2025-03-06,EMAIL,COMPLAINT,PENDING
I0002687,C000678,2025-12-26,SMS,PAYMENT_REMINDER,PENDING
I0002688,C000872,2024-12-11,CALL,COLLECTION,PENDING
I0002689,C000370,2024-10-11,BRANCH,COMPLAINT,RESOLVED
I0002690,C000991,2024-12-06,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002691,C000458,2025-07-15,EMAIL,LOAN_QUERY,ESCALATED
I0002692,C000536,2024-12-08,APP,GENERAL_QUERY,ESCALATED
I0002693,C000903,2025-01-25,APP,LOAN_QUERY,RESOLVED
I0002694,C000193,2025-06-14,EMAIL,LOAN_QUERY,ESCALATED
I0002695,C000213,2026-05-18,EMAIL,GENERAL_QUERY,PENDING
I0002696,C000419,2026-05-09,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002697,C000807,2025-12-03,APP,COLLECTION,PENDING
I0002698,C000286,2024-10-07,EMAIL,COMPLAINT,RESOLVED
I0002699,C000989,2024-12-13,SMS,PAYMENT_REMINDER,PENDING
I0002700,C000016,2025-07-24,CALL,PAYMENT_REMINDER,RESOLVED
I0002701,C000554,2026-05-11,SMS,COLLECTION,ESCALATED
I0002702,C000582,2026-03-28,CALL,LOAN_QUERY,RESOLVED
I0002703,C000076,2025-03-26,SMS,COMPLAINT,PENDING
I0002704,C000333,2025-11-30,EMAIL,COMPLAINT,ESCALATED
I0002705,C000327,2025-12-27,APP,COLLECTION,RESOLVED
I0002706,C000977,2025-04-15,CALL,COLLECTION,PENDING
I0002707,C000242,2026-04-07,CALL,LOAN_QUERY,RESOLVED
I0002708,C000736,2025-12-14,CALL,GENERAL_QUERY,RESOLVED
I0002709,C000799,2024-10-12,APP,COLLECTION,RESOLVED
I0002710,C000081,2026-04-30,SMS,PAYMENT_REMINDER,RESOLVED
I0002711,C000961,2026-04-24,EMAIL,PAYMENT_REMINDER,ESCALATED
I0002712,C000119,2024-11-18,EMAIL,GENERAL_QUERY,RESOLVED
I0002713,C000935,2025-02-14,CALL,COLLECTION,ESCALATED
I0002714,C000900,2025-03-10,CALL,GENERAL_QUERY,ESCALATED
I0002715,C000044,2025-03-14,CALL,PAYMENT_REMINDER,ESCALATED
I0002716,C000802,2025-04-15,EMAIL,COLLECTION,PENDING
I0002717,C000691,2025-04-15,BRANCH,COMPLAINT,PENDING
I0002718,C000198,2025-03-02,APP,GENERAL_QUERY,PENDING
I0002719,C000601,2025-09-20,APP,PAYMENT_REMINDER,RESOLVED
I0002720,C000947,2026-08-29,SMS,COLLECTION,RESOLVED
I0002721,C000755,2026-02-15,CALL,GENERAL_QUERY,RESOLVED
I0002722,C000939,2025-08-07,APP,LOAN_QUERY,ESCALATED
I0002723,C000242,2026-06-25,SMS,COLLECTION,RESOLVED
I0002724,C000499,2025-09-25,SMS,COMPLAINT,PENDING
I0002725,C000406,2026-02-08,SMS,COLLECTION,RESOLVED
I0002726,C000311,2026-05-30,APP,COMPLAINT,PENDING
I0002727,C000860,2025-02-22,SMS,GENERAL_QUERY,RESOLVED
I0002728,C000614,2026-03-02,BRANCH,GENERAL_QUERY,RESOLVED
I0002729,C000061,2025-04-16,SMS,COMPLAINT,PENDING
I0002730,C000715,2025-11-04,SMS,COLLECTION,ESCALATED
I0002731,C000301,2026-05-26,BRANCH,COMPLAINT,RESOLVED
I0002732,C000004,2024-12-02,EMAIL,LOAN_QUERY,ESCALATED
I0002733,C000432,2025-04-22,SMS,GENERAL_QUERY,ESCALATED
I0002734,C000399,2024-10-21,BRANCH,LOAN_QUERY,RESOLVED
I0002735,C000439,2026-06-19,APP,PAYMENT_REMINDER,PENDING
I0002736,C000770,2025-11-27,APP,COLLECTION,ESCALATED
I0002737,C000787,2025-11-13,BRANCH,PAYMENT_REMINDER,ESCALATED
I0002738,C000260,2026-05-28,APP,LOAN_QUERY,ESCALATED
I0002739,C000374,2026-03-06,EMAIL,GENERAL_QUERY,RESOLVED
I0002740,C000258,2025-04-10,SMS,LOAN_QUERY,RESOLVED
I0002741,C000071,2024-11-23,APP,LOAN_QUERY,PENDING
I0002742,C000671,2026-04-04,EMAIL,PAYMENT_REMINDER,PENDING
I0002743,C000444,2024-11-03,APP,LOAN_QUERY,PENDING
I0002744,C000288,2024-11-10,CALL,PAYMENT_REMINDER,PENDING
I0002745,C000370,2026-07-19,EMAIL,PAYMENT_REMINDER,PENDING
I0002746,C000519,2025-08-19,EMAIL,COLLECTION,RESOLVED
I0002747,C000850,2025-10-04,CALL,PAYMENT_REMINDER,ESCALATED
I0002748,C000928,2025-12-26,APP,COLLECTION,PENDING
I0002749,C000338,2025-03-03,EMAIL,LOAN_QUERY,ESCALATED
I0002750,C000659,2024-10-15,EMAIL,COMPLAINT,PENDING
I0002751,C000227,2024-11-12,CALL,COMPLAINT,ESCALATED
I0002752,C000725,2025-03-29,EMAIL,COMPLAINT,ESCALATED
I0002753,C000561,2026-08-22,APP,COLLECTION,ESCALATED
I0002754,C000337,2025-11-12,BRANCH,GENERAL_QUERY,RESOLVED
I0002755,C000048,2024-11-25,APP,PAYMENT_REMINDER,RESOLVED
I0002756,C000771,2024-12-05,CALL,GENERAL_QUERY,ESCALATED
I0002757,C000976,2025-07-24,BRANCH,LOAN_QUERY,ESCALATED
I0002758,C000230,2024-09-24,CALL,COLLECTION,ESCALATED
I0002759,C000784,2025-04-23,SMS,COLLECTION,PENDING
I0002760,C000526,2025-12-09,CALL,GENERAL_QUERY,RESOLVED
I0002761,C000952,2026-02-06,SMS,LOAN_QUERY,RESOLVED
I0002762,C000095,2026-03-21,APP,PAYMENT_REMINDER,ESCALATED
I0002763,C000544,2025-12-18,APP,COMPLAINT,ESCALATED
I0002764,C000909,2026-02-12,BRANCH,LOAN_QUERY,PENDING
I0002765,C000113,2026-02-08,BRANCH,COLLECTION,ESCALATED
I0002766,C000821,2024-11-19,BRANCH,GENERAL_QUERY,PENDING
I0002767,C000457,2026-05-08,APP,COLLECTION,PENDING
I0002768,C000400,2024-10-05,CALL,PAYMENT_REMINDER,PENDING
I0002769,C000273,2024-10-22,SMS,LOAN_QUERY,ESCALATED
I0002770,C000809,2026-07-06,EMAIL,GENERAL_QUERY,RESOLVED
I0002771,C000522,2025-05-15,APP,COMPLAINT,PENDING
I0002772,C000647,2026-02-07,BRANCH,GENERAL_QUERY,ESCALATED
I0002773,C000911,2026-08-15,EMAIL,PAYMENT_REMINDER,RESOLVED
I0002774,C000009,2026-09-02,SMS,LOAN_QUERY,PENDING
I0002775,C000743,2025-01-19,APP,COLLECTION,ESCALATED
I0002776,C000322,2026-08-11,APP,PAYMENT_REMINDER,ESCALATED
I0002777,C000716,2026-08-25,APP,GENERAL_QUERY,PENDING
I0002778,C000368,2024-10-16,EMAIL,COMPLAINT,ESCALATED
I0002779,C000725,2025-01-10,EMAIL,COLLECTION,RESOLVED
I0002780,C000215,2025-11-01,CALL,PAYMENT_REMINDER,ESCALATED
I0002781,C000572,2025-11-26,BRANCH,GENERAL_QUERY,PENDING
I0002782,C000221,2026-06-23,BRANCH,PAYMENT_REMINDER,RESOLVED
I0002783,C000521,2026-08-01,APP,COMPLAINT,ESCALATED
I0002784,C000451,2025-08-06,SMS,PAYMENT_REMINDER,RESOLVED
