repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,payment_status,dpd
R00010844,L0002067,C000674,2023-11-21,2023-11-21,8349,8349,ON_TIME,0
R00010845,L0001566,C000310,2025-01-16,2025-01-21,27497,27497,LATE,5
R00010846,L0001846,C000307,2025-04-28,2025-04-28,21360,21360,ON_TIME,0
R00010847,L0001071,C000967,2025-09-14,2025-09-14,47517,47517,ON_TIME,0
R00010848,L0000027,C000589,2023-11-18,2023-11-23,32446,32446,LATE,5
R00010849,L0002372,C000235,2025-11-12,2025-11-12,23099,23099,ON_TIME,0
R00010850,L0001455,C000836,2025-07-23,2025-07-23,29260,29260,ON_TIME,0
R00010851,L0001988,C000999,2025-09-11,2025-09-16,38378,38378,LATE,5
R00010852,L0001395,C000413,2023-10-27,2023-10-27,10486,10486,ON_TIME,0
R00010853,L0000838,C000075,2023-11-24,2023-11-24,13049,13049,ON_TIME,0
R00010854,L0002300,C000476,2026-04-04,2026-04-04,27220,27220,ON_TIME,0
R00010855,L0001847,C000411,2023-12-01,2023-12-01,13692,13692,ON_TIME,0
R00010856,L0001467,C000556,2023-09-21,2024-01-19,4867,0,OVERDUE,120
R00010857,L0000825,C000016,2026-07-11,2026-07-16,25924,25924,LATE,5
R00010858,L0001333,C000109,2024-10-26,2024-10-31,3685,3685,LATE,5
R00010859,L0001669,C000877,2024-10-02,2024-10-07,9872,9872,LATE,5
R00010860,L0002499,C000884,2025-04-26,2025-05-26,38156,38156,LATE,30
R00010861,L0002083,C000384,2025-03-06,2025-03-06,2453,2453,ON_TIME,0
R00010862,L0000925,C000561,2026-06-02,2026-06-07,2003,2003,LATE,5
R00010863,L0001436,C000461,2025-02-28,2025-02-28,14787,14787,ON_TIME,0
R00010864,L0001274,C000947,2024-02-01,2024-02-01,12077,12077,ON_TIME,0
R00010865,L0001892,C000402,2025-03-31,2025-03-31,28037,28037,ON_TIME,0
R00010866,L0000561,C000335,2025-11-26,2025-12-26,33395,33395,LATE,30
R00010867,L0001631,C000556,2024-11-17,2024-11-22,49484,49484,LATE,5
R00010868,L0000610,C000535,2025-12-18,2025-12-23,43098,43098,LATE,5
R00010869,L0000546,C000399,2024-05-06,2024-05-06,14493,14493,ON_TIME,0
R00010870,L0000523,C000947,2025-06-07,2025-06-07,6621,6621,ON_TIME,0
R00010871,L0000833,C000309,2025-04-25,2025-04-25,37546,37546,ON_TIME,0
R00010872,L0002281,C000010,2026-02-07,2026-02-07,29793,29793,ON_TIME,0
R00010873,L0001883,C000767,2024-03-25,2024-03-30,13144,13144,LATE,5
R00010874,L0002021,C000809,2024-09-17,2024-12-16,15439,7719,OVERDUE,90
R00010875,L0000435,C000613,2025-06-19,2025-06-24,26802,26802,LATE,5
R00010876,L0002298,C000504,2024-05-05,2024-08-03,27663,0,OVERDUE,90
R00010877,L0001930,C000850,2024-11-08,2024-11-08,19636,19636,ON_TIME,0
R00010878,L0001560,C000978,2025-11-19,2025-11-19,47666,47666,ON_TIME,0
R00010879,L0000097,C000185,2024-09-04,2024-09-04,39908,39908,ON_TIME,0
R00010880,L0001493,C000249,2025-01-28,2025-05-28,5899,1474,OVERDUE,120
R00010881,L0002016,C000553,2025-04-13,2025-04-13,46496,46496,ON_TIME,0
R00010882,L0000045,C000726,2026-07-10,2026-09-08,31775,31775,LATE,60
R00010883,L0000463,C000634,2023-12-02,2023-12-17,42609,42609,LATE,15
R00010884,L0001141,C000948,2025-04-07,2025-04-12,47517,47517,LATE,5
R00010885,L0000904,C000958,2025-01-10,2025-01-15,12137,12137,LATE,5
R00010886,L0001727,C000562,2024-06-07,2024-06-12,28797,28797,LATE,5
R00010887,L0000417,C000284,2026-03-01,2026-03-01,37254,37254,ON_TIME,0
R00010888,L0002229,C000003,2025-04-22,2025-05-07,17578,17578,LATE,15
R00010889,L0002205,C000688,2023-11-21,2023-11-21,12976,12976,ON_TIME,0
R00010890,L0000427,C000879,2026-01-22,2026-02-06,27588,27588,LATE,15
R00010891,L0001802,C000793,2023-11-17,2023-11-17,40182,40182,ON_TIME,0
R00010892,L0000735,C000739,2026-05-14,2026-05-29,43732,43732,LATE,15
R00010893,L0002395,C000902,2025-09-15,2025-10-15,33937,33937,LATE,30
R00010894,L0000483,C000385,2023-12-08,2023-12-13,19650,19650,LATE,5
R00010895,L0002023,C000714,2025-06-09,2025-06-14,25012,25012,LATE,5
R00010896,L0000237,C000367,2024-08-04,2024-08-09,5474,5474,LATE,5
R00010897,L0001819,C000484,2024-09-24,2024-09-29,17053,17053,LATE,5
R00010898,L0000287,C000899,2025-06-15,2025-09-13,25557,6389,OVERDUE,90
R00010899,L0002134,C000124,2026-04-09,2026-05-09,35040,35040,LATE,30
R00010900,L0001942,C000280,2026-04-28,2026-04-28,11732,11732,ON_TIME,0
R00010901,L0000983,C000680,2026-01-31,2026-04-01,44562,44562,LATE,60
R00010902,L0002325,C000583,2025-08-31,2025-08-31,28214,28214,ON_TIME,0
R00010903,L0001354,C000417,2026-05-04,2026-05-09,44443,44443,LATE,5
R00010904,L0000110,C000904,2025-03-21,2025-03-21,41910,41910,ON_TIME,0
R00010905,L0002334,C000732,2023-10-13,2023-10-13,30486,30486,ON_TIME,0
R00010906,L0001587,C000436,2026-05-13,2026-05-13,41313,41313,ON_TIME,0
R00010907,L0001897,C000864,2026-06-01,2026-06-01,23048,23048,ON_TIME,0
R00010908,L0002246,C000002,2025-12-11,2026-03-11,38378,9594,OVERDUE,90
R00010909,L0000974,C000337,2024-06-30,2024-06-30,3215,3215,ON_TIME,0
R00010910,L0002443,C000232,2024-03-30,2024-04-04,11803,11803,LATE,5
R00010911,L0000126,C000135,2023-12-26,2023-12-31,7655,7655,LATE,5
R00010912,L0000571,C000869,2023-12-20,2023-12-20,40350,40350,ON_TIME,0
R00010913,L0001053,C000036,2024-11-06,2024-11-11,5742,5742,LATE,5
R00010914,L0000062,C000889,2023-11-28,2024-03-27,46335,23167,OVERDUE,120
R00010915,L0001246,C000907,2024-03-25,2024-03-25,30088,30088,ON_TIME,0
R00010916,L0000552,C000344,2025-05-17,2025-05-17,23479,23479,ON_TIME,0
R00010917,L0000072,C000166,2024-10-13,2024-10-18,12277,12277,LATE,5
R00010918,L0001559,C000439,2025-12-16,2025-12-21,14261,14261,LATE,5
R00010919,L0002136,C000308,2024-03-28,2024-03-28,35293,35293,ON_TIME,0
R00010920,L0000543,C000971,2026-01-27,2026-02-01,49880,49880,LATE,5
R00010921,L0001054,C000097,2025-12-17,2025-12-22,20011,20011,LATE,5
R00010922,L0001727,C000562,2023-09-24,2023-09-24,19252,19252,ON_TIME,0
R00010923,L0000194,C000364,2024-10-27,2024-12-26,7300,7300,LATE,60
R00010924,L0001650,C000805,2026-05-15,2026-06-14,38859,38859,LATE,30
R00010925,L0000070,C000737,2024-10-22,2025-01-20,9929,2482,OVERDUE,90
R00010926,L0002194,C000352,2026-06-13,2026-06-18,35641,35641,LATE,5
R00010927,L0002156,C000498,2024-06-18,2024-06-18,35822,35822,ON_TIME,0
R00010928,L0001374,C000880,2026-01-14,2026-01-14,33696,33696,ON_TIME,0
R00010929,L0001263,C000218,2025-09-21,2025-09-21,18873,18873,ON_TIME,0
R00010930,L0001693,C000403,2025-10-30,2025-10-30,4890,4890,ON_TIME,0
R00010931,L0000667,C000986,2024-10-07,2024-10-12,13423,13423,LATE,5
R00010932,L0001747,C000419,2025-11-26,2025-11-26,38216,38216,ON_TIME,0
R00010933,L0000659,C000544,2024-07-14,2024-09-12,35866,35866,LATE,60
R00010934,L0001186,C000165,2025-04-26,2025-08-24,24714,12357,OVERDUE,120
R00010935,L0001627,C000417,2024-07-04,2024-07-04,3449,3449,ON_TIME,0
R00010936,L0000179,C000202,2025-12-15,2026-04-14,34325,17162,OVERDUE,120
R00010937,L0002288,C000599,2026-06-19,2026-06-19,3402,3402,ON_TIME,0
R00010938,L0001108,C000920,2023-12-25,2024-01-24,38532,38532,LATE,30
R00010939,L0000775,C000719,2025-05-29,2025-06-03,3474,3474,LATE,5
R00010940,L0001027,C000452,2024-11-06,2024-11-06,3354,3354,ON_TIME,0
R00010941,L0000545,C000100,2024-09-27,2024-09-27,34619,34619,ON_TIME,0
R00010942,L0002265,C000528,2024-05-14,2024-05-14,15783,15783,ON_TIME,0
R00010943,L0002280,C000261,2026-07-28,2026-10-26,45096,22548,OVERDUE,90
R00010944,L0000747,C000758,2023-12-27,2024-04-25,31252,7813,OVERDUE,120
R00010945,L0001783,C000001,2024-04-23,2024-04-28,45096,45096,LATE,5
R00010946,L0000335,C000076,2026-09-03,2026-11-02,10444,10444,LATE,60
R00010947,L0001639,C000613,2025-05-30,2025-05-30,47711,47711,ON_TIME,0
R00010948,L0002106,C000268,2026-05-05,2026-05-20,43701,43701,LATE,15
R00010949,L0001218,C000215,2026-08-05,2026-08-05,3605,3605,ON_TIME,0
R00010950,L0002361,C000543,2024-12-18,2025-01-02,37863,37863,LATE,15
R00010951,L0002357,C000557,2024-06-08,2024-06-08,41307,41307,ON_TIME,0
R00010952,L0001993,C000767,2025-12-05,2025-12-20,2094,2094,LATE,15
R00010953,L0001011,C000230,2026-02-20,2026-02-20,47518,47518,ON_TIME,0
R00010954,L0000355,C000985,2026-06-15,2026-06-20,9288,9288,LATE,5
R00010955,L0001036,C000362,2026-07-23,2026-07-23,15832,15832,ON_TIME,0
R00010956,L0002362,C000537,2026-07-19,2026-07-19,11984,11984,ON_TIME,0
R00010957,L0000287,C000899,2025-01-06,2025-01-06,14270,14270,ON_TIME,0
R00010958,L0000250,C000932,2025-06-11,2025-06-11,44304,44304,ON_TIME,0
R00010959,L0001670,C000387,2024-12-22,2025-04-21,20706,5176,OVERDUE,120
R00010960,L0000131,C000434,2024-05-20,2024-05-25,2305,2305,LATE,5
R00010961,L0001808,C000424,2023-10-19,2023-10-19,24606,24606,ON_TIME,0
R00010962,L0001694,C000950,2024-09-28,2024-09-28,47391,47391,ON_TIME,0
R00010963,L0000985,C000006,2025-06-30,2025-06-30,44655,44655,ON_TIME,0
R00010964,L0001069,C000576,2024-04-06,2024-04-06,11108,11108,ON_TIME,0
R00010965,L0000769,C000958,2025-04-11,2025-04-11,19649,19649,ON_TIME,0
R00010966,L0000807,C000687,2025-12-15,2025-12-30,5317,5317,LATE,15
R00010967,L0002089,C000083,2025-07-17,2025-07-22,25562,25562,LATE,5
R00010968,L0000005,C000773,2024-08-14,2024-09-13,33001,33001,LATE,30
R00010969,L0000856,C000586,2024-02-25,2024-03-01,12442,12442,LATE,5
R00010970,L0000489,C000928,2025-01-09,2025-02-08,36908,36908,LATE,30
R00010971,L0002127,C000061,2024-10-12,2024-10-12,20929,20929,ON_TIME,0
R00010972,L0001450,C000870,2024-01-22,2024-01-22,17913,17913,ON_TIME,0
R00010973,L0000054,C000933,2025-09-03,2025-12-02,5562,2781,OVERDUE,90
R00010974,L0000912,C000051,2023-11-19,2023-11-19,23843,23843,ON_TIME,0
R00010975,L0002101,C000586,2025-05-15,2025-05-15,45867,45867,ON_TIME,0
R00010976,L0001505,C000907,2024-12-13,2024-12-13,3940,3940,ON_TIME,0
R00010977,L0002273,C000135,2026-05-25,2026-08-23,8192,4096,OVERDUE,90
R00010978,L0000112,C000697,2025-05-14,2025-05-14,48931,48931,ON_TIME,0
R00010979,L0001735,C000474,2024-05-17,2024-05-22,29365,29365,LATE,5
R00010980,L0000582,C000802,2025-03-20,2025-03-20,44004,44004,ON_TIME,0
R00010981,L0001133,C000539,2025-04-19,2025-04-19,43127,43127,ON_TIME,0
R00010982,L0001893,C000863,2024-12-11,2024-12-26,7275,7275,LATE,15
R00010983,L0001504,C000528,2023-11-21,2023-11-21,19311,19311,ON_TIME,0
R00010984,L0001133,C000539,2024-07-02,2024-08-31,10822,10822,LATE,60
R00010985,L0000226,C000223,2025-06-04,2025-06-04,12091,12091,ON_TIME,0
R00010986,L0000312,C000179,2024-09-06,2024-09-06,3009,3009,ON_TIME,0
R00010987,L0002159,C000424,2026-08-01,2026-08-01,38940,38940,ON_TIME,0
R00010988,L0001715,C000987,2025-04-12,2025-04-12,24560,24560,ON_TIME,0
R00010989,L0000978,C000983,2025-02-26,2025-02-26,16077,16077,ON_TIME,0
R00010990,L0001761,C000103,2026-01-08,2026-05-08,30358,15179,OVERDUE,120
R00010991,L0002278,C000668,2026-08-13,2026-08-28,14270,14270,LATE,15
R00010992,L0001665,C000945,2024-07-03,2024-10-01,33468,8367,OVERDUE,90
R00010993,L0001264,C000168,2024-12-16,2024-12-16,31446,31446,ON_TIME,0
R00010994,L0002154,C000172,2024-07-10,2024-07-10,25411,25411,ON_TIME,0
R00010995,L0000081,C000313,2023-10-23,2023-10-23,23748,23748,ON_TIME,0
R00010996,L0001181,C000694,2026-07-21,2026-07-21,38532,38532,ON_TIME,0
R00010997,L0000004,C000078,2024-01-26,2024-01-26,27177,27177,ON_TIME,0
R00010998,L0001191,C000861,2025-09-15,2025-10-15,25598,25598,LATE,30
R00010999,L0001333,C000109,2025-04-25,2025-04-25,29931,29931,ON_TIME,0
R00011000,L0000484,C000357,2025-01-07,2025-01-22,19522,19522,LATE,15
R00011001,L0001987,C000888,2025-06-16,2025-10-14,34831,8707,OVERDUE,120
R00011002,L0000924,C000164,2024-11-24,2024-11-24,45112,45112,ON_TIME,0
R00011003,L0000699,C000263,2024-12-11,2024-12-11,35433,35433,ON_TIME,0
R00011004,L0000230,C000211,2025-11-21,2025-11-21,16690,16690,ON_TIME,0
R00011005,L0000972,C000767,2026-02-27,2026-02-27,5522,5522,ON_TIME,0
R00011006,L0002377,C000661,2025-12-18,2025-12-18,25091,25091,ON_TIME,0
R00011007,L0002006,C000723,2025-11-09,2025-11-09,44013,44013,ON_TIME,0
R00011008,L0000745,C000941,2023-10-21,2023-10-21,18339,18339,ON_TIME,0
R00011009,L0002189,C000973,2024-09-01,2024-09-01,31145,31145,ON_TIME,0
R00011010,L0002238,C000851,2024-03-04,2024-03-09,24880,24880,LATE,5
R00011011,L0002107,C000154,2025-04-11,2025-04-11,19400,19400,ON_TIME,0
R00011012,L0000779,C000145,2024-09-26,2024-10-01,35339,35339,LATE,5
R00011013,L0000015,C000554,2026-01-27,2026-01-27,31826,31826,ON_TIME,0
R00011014,L0001488,C000642,2026-09-04,2026-09-04,9750,9750,ON_TIME,0
R00011015,L0002194,C000352,2025-11-03,2025-11-08,22405,22405,LATE,5
R00011016,L0001475,C000410,2025-11-30,2025-11-30,23557,23557,ON_TIME,0
R00011017,L0001319,C000782,2024-06-20,2024-06-25,27273,27273,LATE,5
R00011018,L0001275,C000038,2024-11-17,2024-11-17,14833,14833,ON_TIME,0
R00011019,L0001865,C000862,2025-02-13,2025-02-13,30010,30010,ON_TIME,0
R00011020,L0000070,C000737,2024-04-12,2024-04-17,23945,23945,LATE,5
R00011021,L0001138,C000916,2025-09-09,2025-09-14,6303,6303,LATE,5
R00011022,L0000660,C000297,2026-04-21,2026-04-21,40701,40701,ON_TIME,0
R00011023,L0001392,C000203,2026-09-04,2026-09-04,9905,9905,ON_TIME,0
R00011024,L0002256,C000014,2023-12-21,2023-12-21,44266,44266,ON_TIME,0
R00011025,L0000116,C000736,2026-07-29,2026-07-29,25853,25853,ON_TIME,0
R00011026,L0002453,C000499,2026-08-21,2026-08-26,24823,24823,LATE,5
R00011027,L0002391,C000472,2025-02-26,2025-02-26,20311,20311,ON_TIME,0
R00011028,L0001306,C000328,2023-11-14,2023-11-14,39674,39674,ON_TIME,0
R00011029,L0001157,C000977,2024-12-10,2024-12-10,8762,8762,ON_TIME,0
R00011030,L0002352,C000657,2026-08-18,2026-08-23,18131,18131,LATE,5
R00011031,L0001804,C000492,2026-06-05,2026-08-04,44446,44446,LATE,60
R00011032,L0000693,C000440,2023-12-15,2023-12-15,7017,7017,ON_TIME,0
R00011033,L0002140,C000571,2024-12-12,2024-12-17,42274,42274,LATE,5
R00011034,L0001163,C000498,2024-09-21,2024-09-21,32278,32278,ON_TIME,0
R00011035,L0000113,C000035,2024-07-30,2024-08-14,7307,7307,LATE,15
R00011036,L0001884,C000546,2024-08-17,2024-08-17,9074,9074,ON_TIME,0
R00011037,L0000952,C000231,2024-08-06,2024-08-21,26735,26735,LATE,15
R00011038,L0000596,C000987,2025-03-21,2025-03-21,32197,32197,ON_TIME,0
R00011039,L0002072,C000136,2024-07-14,2024-07-14,14692,14692,ON_TIME,0
R00011040,L0000913,C000643,2025-12-12,2025-12-12,19302,19302,ON_TIME,0
R00011041,L0002277,C000780,2024-10-21,2024-10-21,2165,2165,ON_TIME,0
R00011042,L0001822,C000447,2026-03-17,2026-04-16,36063,36063,LATE,30
R00011043,L0001732,C000071,2025-01-18,2025-01-18,12174,12174,ON_TIME,0
R00011044,L0001904,C000211,2024-03-24,2024-03-24,18927,18927,ON_TIME,0
R00011045,L0002364,C000884,2025-05-22,2025-05-22,29238,29238,ON_TIME,0
R00011046,L0002069,C000658,2024-08-26,2024-08-31,19780,19780,LATE,5
R00011047,L0000750,C000301,2024-04-23,2024-04-23,41613,41613,ON_TIME,0
R00011048,L0001442,C000816,2024-02-22,2024-02-22,43672,43672,ON_TIME,0
R00011049,L0000487,C000131,2024-02-03,2024-02-03,33454,33454,ON_TIME,0
R00011050,L0001938,C000671,2024-02-10,2024-02-10,35867,35867,ON_TIME,0
R00011051,L0001575,C000285,2026-04-05,2026-04-05,15909,15909,ON_TIME,0
R00011052,L0000033,C000989,2025-08-23,2025-09-07,29388,29388,LATE,15
R00011053,L0002172,C000192,2025-12-12,2025-12-12,43409,43409,ON_TIME,0
R00011054,L0001415,C000510,2025-09-10,2025-09-25,47915,47915,LATE,15
R00011055,L0000893,C000373,2024-03-27,2024-05-26,45601,45601,LATE,60
R00011056,L0002046,C000983,2026-01-09,2026-01-09,32107,32107,ON_TIME,0
R00011057,L0000151,C000237,2023-12-01,2023-12-01,49656,49656,ON_TIME,0
R00011058,L0000663,C000075,2026-04-16,2026-04-16,46164,46164,ON_TIME,0
R00011059,L0002395,C000902,2024-07-21,2024-07-21,21196,21196,ON_TIME,0
R00011060,L0000368,C000938,2024-09-25,2024-09-25,42521,42521,ON_TIME,0
R00011061,L0000596,C000987,2026-03-26,2026-03-26,22844,22844,ON_TIME,0
R00011062,L0002128,C000716,2024-02-06,2024-02-06,6413,6413,ON_TIME,0
R00011063,L0000968,C000319,2026-05-24,2026-07-23,31296,31296,LATE,60
R00011064,L0000607,C000059,2026-08-06,2026-09-05,4377,4377,LATE,30
R00011065,L0001743,C000010,2024-07-20,2024-07-25,3815,3815,LATE,5
R00011066,L0002238,C000851,2025-10-21,2025-11-20,14695,14695,LATE,30
R00011067,L0001846,C000307,2024-08-18,2024-08-23,10792,10792,LATE,5
R00011068,L0000453,C000896,2024-04-13,2024-08-11,3300,825,OVERDUE,120
R00011069,L0001667,C000959,2025-06-07,2025-06-07,34118,34118,ON_TIME,0
R00011070,L0001885,C000666,2026-06-13,2026-06-13,11171,11171,ON_TIME,0
R00011071,L0002375,C000442,2025-01-30,2025-03-31,36833,36833,LATE,60
R00011072,L0000931,C000834,2024-09-01,2024-09-16,21791,21791,LATE,15
R00011073,L0001914,C000231,2023-11-16,2024-01-15,42709,42709,LATE,60
R00011074,L0002007,C000847,2025-06-09,2025-06-09,30955,30955,ON_TIME,0
R00011075,L0001625,C000037,2023-11-09,2023-11-09,23036,23036,ON_TIME,0
R00011076,L0002112,C000640,2024-01-14,2024-01-14,8165,8165,ON_TIME,0
R00011077,L0001918,C000841,2024-01-25,2024-01-30,29247,29247,LATE,5
R00011078,L0000225,C000222,2026-04-24,2026-04-24,16886,16886,ON_TIME,0
R00011079,L0002331,C000008,2025-11-09,2025-11-09,35975,35975,ON_TIME,0
R00011080,L0002161,C000618,2025-10-27,2025-10-27,15743,15743,ON_TIME,0
R00011081,L0000867,C000184,2025-02-06,2025-02-06,36092,36092,ON_TIME,0
R00011082,L0000191,C000058,2025-05-13,2025-05-18,17844,17844,LATE,5
R00011083,L0001856,C000405,2024-02-12,2024-02-12,22122,22122,ON_TIME,0
R00011084,L0001003,C000969,2025-09-03,2025-09-03,17462,17462,ON_TIME,0
R00011085,L0000367,C000151,2025-11-02,2025-11-17,19148,19148,LATE,15
R00011086,L0002218,C000968,2025-06-10,2025-06-10,48976,48976,ON_TIME,0
R00011087,L0000232,C000658,2026-01-22,2026-01-22,13563,13563,ON_TIME,0
R00011088,L0000572,C000589,2025-12-09,2026-01-08,47418,47418,LATE,30
R00011089,L0001041,C000484,2023-09-30,2023-09-30,13870,13870,ON_TIME,0
R00011090,L0000038,C000234,2023-10-03,2023-10-03,22922,22922,ON_TIME,0
R00011091,L0000928,C000203,2024-06-30,2024-07-30,7083,7083,LATE,30
R00011092,L0000005,C000773,2024-08-06,2024-10-05,27114,27114,LATE,60
R00011093,L0000639,C000519,2023-10-28,2024-02-25,47839,11959,OVERDUE,120
R00011094,L0002384,C000128,2023-11-01,2023-11-01,15609,15609,ON_TIME,0
R00011095,L0001637,C000236,2026-03-15,2026-03-15,20546,20546,ON_TIME,0
R00011096,L0000336,C000966,2024-02-29,2024-03-05,35706,35706,LATE,5
R00011097,L0000880,C000785,2025-02-17,2025-03-19,15183,15183,LATE,30
R00011098,L0000769,C000958,2025-06-22,2025-06-22,47929,47929,ON_TIME,0
R00011099,L0000033,C000989,2024-03-09,2024-03-09,15469,15469,ON_TIME,0
R00011100,L0002342,C000460,2026-01-17,2026-01-17,18805,18805,ON_TIME,0
R00011101,L0000138,C000953,2024-04-02,2024-04-07,4182,4182,LATE,5
R00011102,L0001943,C000724,2026-04-01,2026-04-01,6867,6867,ON_TIME,0
R00011103,L0000046,C000433,2025-12-08,2025-12-08,26925,26925,ON_TIME,0
R00011104,L0001537,C000293,2023-10-07,2023-10-07,43374,43374,ON_TIME,0
R00011105,L0002319,C000121,2024-09-30,2024-10-30,27419,27419,LATE,30
R00011106,L0000844,C000735,2026-08-21,2026-08-21,21447,21447,ON_TIME,0
R00011107,L0001283,C000007,2025-04-25,2025-04-25,15607,15607,ON_TIME,0
R00011108,L0000803,C000139,2025-02-16,2025-02-16,29205,29205,ON_TIME,0
R00011109,L0000735,C000739,2025-09-19,2025-09-19,44569,44569,ON_TIME,0
R00011110,L0002424,C000699,2026-06-02,2026-09-30,26599,0,OVERDUE,120
R00011111,L0001039,C000307,2026-09-12,2026-09-12,26028,26028,ON_TIME,0
R00011112,L0001006,C000707,2025-10-28,2025-10-28,6838,6838,ON_TIME,0
R00011113,L0001565,C000794,2024-10-30,2024-11-14,43832,43832,LATE,15
R00011114,L0001334,C000155,2024-11-30,2024-11-30,37866,37866,ON_TIME,0
R00011115,L0001315,C000688,2026-03-30,2026-04-04,34461,34461,LATE,5
R00011116,L0000539,C000819,2024-03-20,2024-03-20,13210,13210,ON_TIME,0
R00011117,L0000224,C000056,2025-06-23,2025-06-23,8202,8202,ON_TIME,0
R00011118,L0000771,C000251,2023-09-21,2023-09-21,49320,49320,ON_TIME,0
R00011119,L0002415,C000734,2026-05-08,2026-06-07,19628,19628,LATE,30
R00011120,L0000865,C000096,2026-08-08,2026-08-13,49679,49679,LATE,5
R00011121,L0000233,C000544,2024-08-13,2024-08-13,25003,25003,ON_TIME,0
R00011122,L0000231,C000118,2025-05-17,2025-06-16,8246,8246,LATE,30
R00011123,L0001478,C000191,2025-04-10,2025-04-10,44573,44573,ON_TIME,0
R00011124,L0001453,C000889,2026-04-21,2026-04-21,26990,26990,ON_TIME,0
R00011125,L0000322,C000304,2025-03-07,2025-05-06,25976,25976,LATE,60
R00011126,L0001336,C000235,2024-04-12,2024-04-12,49855,49855,ON_TIME,0
R00011127,L0000927,C000884,2023-12-16,2023-12-31,45195,45195,LATE,15
R00011128,L0000784,C000368,2024-01-13,2024-01-13,25833,25833,ON_TIME,0
R00011129,L0000546,C000399,2025-01-12,2025-01-12,5361,5361,ON_TIME,0
R00011130,L0000642,C000033,2026-04-11,2026-04-16,11287,11287,LATE,5
R00011131,L0000396,C000972,2024-01-05,2024-02-04,18109,18109,LATE,30
R00011132,L0001252,C000977,2024-03-26,2024-03-26,44935,44935,ON_TIME,0
R00011133,L0002296,C000791,2025-12-12,2025-12-12,13040,13040,ON_TIME,0
R00011134,L0001626,C000963,2026-06-06,2026-06-06,22942,22942,ON_TIME,0
R00011135,L0000284,C000008,2026-02-26,2026-04-27,25605,25605,LATE,60
R00011136,L0000925,C000561,2024-12-05,2025-01-04,17542,17542,LATE,30
R00011137,L0001629,C000598,2024-03-04,2024-03-04,28581,28581,ON_TIME,0
R00011138,L0002227,C000092,2026-01-01,2026-03-02,9597,9597,LATE,60
R00011139,L0000802,C000258,2024-12-13,2025-04-12,42160,0,OVERDUE,120
R00011140,L0001909,C000833,2024-09-01,2024-09-01,25958,25958,ON_TIME,0
R00011141,L0000370,C000821,2024-09-10,2024-09-15,41604,41604,LATE,5
R00011142,L0001294,C000596,2025-05-25,2025-05-25,25841,25841,ON_TIME,0
R00011143,L0000123,C000088,2025-12-18,2026-01-17,12821,12821,LATE,30
R00011144,L0001431,C000222,2025-09-27,2025-09-27,5375,5375,ON_TIME,0
R00011145,L0000370,C000821,2025-03-02,2025-03-02,4343,4343,ON_TIME,0
R00011146,L0000100,C000704,2023-10-27,2023-11-11,29448,29448,LATE,15
R00011147,L0001495,C000823,2026-03-16,2026-03-21,45557,45557,LATE,5
R00011148,L0001590,C000426,2024-04-20,2024-04-20,23919,23919,ON_TIME,0
R00011149,L0001600,C000922,2025-06-10,2025-06-10,25442,25442,ON_TIME,0
R00011150,L0001682,C000022,2024-07-15,2024-07-15,35365,35365,ON_TIME,0
R00011151,L0001296,C000158,2024-06-08,2024-06-08,38360,38360,ON_TIME,0
R00011152,L0000941,C000537,2024-05-18,2024-05-18,12082,12082,ON_TIME,0
R00011153,L0000810,C000965,2024-08-16,2024-08-21,15755,15755,LATE,5
R00011154,L0001448,C000958,2026-04-16,2026-04-21,30754,30754,LATE,5
R00011155,L0001033,C000790,2026-04-09,2026-04-09,27529,27529,ON_TIME,0
R00011156,L0000626,C000763,2025-11-10,2025-11-15,4774,4774,LATE,5
R00011157,L0000915,C000785,2024-05-03,2024-05-03,24625,24625,ON_TIME,0
R00011158,L0000385,C000088,2024-01-09,2024-01-24,34003,34003,LATE,15
R00011159,L0000101,C000256,2024-09-24,2024-10-09,15664,15664,LATE,15
R00011160,L0001273,C000420,2025-08-18,2025-09-17,15267,15267,LATE,30
R00011161,L0000361,C000245,2024-11-17,2025-01-16,2216,2216,LATE,60
R00011162,L0000935,C000021,2025-02-18,2025-02-18,10242,10242,ON_TIME,0
R00011163,L0001733,C000143,2025-02-22,2025-02-22,27448,27448,ON_TIME,0
R00011164,L0001175,C000298,2025-06-27,2025-06-27,46157,46157,ON_TIME,0
R00011165,L0001823,C000938,2024-01-14,2024-01-14,21921,21921,ON_TIME,0
R00011166,L0001658,C000420,2024-02-07,2024-02-07,26266,26266,ON_TIME,0
R00011167,L0002301,C000395,2024-10-17,2024-10-17,31817,31817,ON_TIME,0
R00011168,L0000700,C000070,2023-11-12,2023-12-12,3017,3017,LATE,30
R00011169,L0000717,C000295,2026-09-01,2026-09-01,46525,46525,ON_TIME,0
R00011170,L0000352,C000588,2024-12-16,2025-01-15,24741,24741,LATE,30
R00011171,L0001772,C000131,2024-04-06,2024-04-21,35805,35805,LATE,15
R00011172,L0001122,C000772,2025-12-02,2025-12-07,42104,42104,LATE,5
R00011173,L0001912,C000804,2025-12-27,2026-01-01,4550,4550,LATE,5
R00011174,L0000199,C000763,2025-06-10,2025-06-15,23173,23173,LATE,5
R00011175,L0000254,C000169,2023-11-22,2023-11-22,28011,28011,ON_TIME,0
R00011176,L0001922,C000793,2025-04-08,2025-05-08,34560,34560,LATE,30
