credit_id,customer_id,credit_score,total_accounts,active_accounts,overdue_accounts,credit_utilization,record_date
CR0000961,C000246,568,10,3,4,0.74,2026-02-14
CR0000962,C000885,865,2,9,5,0.82,2025-05-20
CR0000963,C000385,576,10,0,2,0.27,2025-06-10
CR0000964,C000626,367,6,2,0,0.28,2025-01-08
CR0000965,C000125,813,1,9,2,0.63,2025-07-02
CR0000966,C000045,808,15,6,4,0.53,2025-08-30
CR0000967,C000576,804,11,3,5,0.11,2025-11-09
CR0000968,C000909,774,10,7,5,0.16,2025-01-20
CR0000969,C000955,724,7,9,4,0.72,2025-11-04
CR0000970,C000217,404,7,6,0,0.18,2025-05-08
CR0000971,C000073,796,5,0,3,0.48,2024-12-19
CR0000972,C000592,572,4,3,1,0.74,2026-08-31
CR0000973,C000949,747,3,3,5,0.67,2024-10-05
CR0000974,C000254,827,11,9,4,0.31,2025-07-27
CR0000975,C000622,882,15,1,4,0.45,2026-09-09
CR0000976,C000665,315,2,4,1,0.85,2025-10-08
CR0000977,C000609,442,1,3,3,0.1,2026-05-05
CR0000978,C000076,771,14,8,1,0.15,2025-01-06
CR0000979,C000953,720,1,2,5,0.65,2025-09-06
CR0000980,C000236,328,11,10,5,0.28,2026-09-06
CR0000981,C000989,858,13,1,1,0.38,2025-05-22
CR0000982,C000938,885,9,9,4,0.85,2025-01-15
CR0000983,C000289,898,8,2,0,0.13,2024-09-19
CR0000984,C000314,755,1,8,4,0.61,2026-04-12
CR0000985,C000817,596,15,10,4,0.08,2025-11-14
CR0000986,C000401,372,9,6,2,0.32,2025-10-15
CR0000987,C000589,441,3,1,3,0.9,2025-05-31
CR0000988,C000469,664,9,8,5,0.88,2026-01-31
CR0000989,C000709,884,8,8,2,0.44,2026-03-17
CR0000990,C000263,311,9,2,0,0.78,2025-05-03
CR0000991,C000542,565,9,0,3,0.48,2025-09-19
CR0000992,C000981,784,11,1,1,0.81,2026-08-12
CR0000993,C000428,689,10,1,2,0.59,2025-04-29
CR0000994,C000393,393,13,10,5,0.13,2026-04-24
CR0000995,C000186,461,9,7,5,0.79,2025-12-05
CR0000996,C000383,576,13,2,4,0.65,2026-02-15
CR0000997,C000628,873,15,8,1,0.47,2025-01-08
CR0000998,C000631,701,10,10,3,0.65,2026-05-30
CR0000999,C000068,351,5,0,4,0.37,2025-11-29
CR0001000,C000119,420,5,1,4,0.43,2026-04-04
CR0001001,C000245,663,7,0,3,0.86,2026-08-21
CR0001002,C000407,554,3,7,2,0.66,2026-09-02
CR0001003,C000950,866,9,3,2,0.7,2025-08-25
CR0001004,C000166,662,2,7,4,0.77,2025-06-06
CR0001005,C000090,707,3,4,5,0.09,2026-03-05
CR0001006,C000904,731,12,10,2,0.8,2024-12-12
CR0001007,C000576,685,7,8,1,0.7,2026-04-07
CR0001008,C000606,739,1,4,3,0.51,2025-09-23
CR0001009,C000557,455,2,7,0,0.19,2026-08-16
CR0001010,C000721,646,2,6,1,0.19,2024-10-17
CR0001011,C000748,664,10,3,5,0.42,2025-01-02
CR0001012,C000215,855,9,2,0,0.5,2026-02-24
CR0001013,C000560,887,13,3,2,0.53,2025-11-17
CR0001014,C000922,845,12,8,1,0.6,2024-12-15
CR0001015,C000448,746,3,4,3,0.48,2025-05-13
CR0001016,C000156,839,8,9,4,0.11,2024-10-05
CR0001017,C000112,322,10,1,0,0.32,2025-07-24
CR0001018,C000898,519,14,1,4,0.86,2026-01-08
CR0001019,C000884,554,6,10,4,0.63,2026-07-01
CR0001020,C000797,467,14,3,5,0.42,2025-03-06
CR0001021,C000958,538,4,7,5,0.42,2025-08-28
CR0001022,C000577,300,6,2,1,0.09,2025-06-20
CR0001023,C000913,560,6,8,4,0.13,2024-11-26
CR0001024,C000410,640,13,0,1,0.37,2025-05-27
CR0001025,C000134,585,13,4,3,0.18,2024-10-28
CR0001026,C000009,427,10,1,3,0.34,2026-01-01
CR0001027,C000034,332,14,3,5,0.31,2026-01-27
CR0001028,C000388,328,13,9,3,0.41,2025-02-14
CR0001029,C000632,364,8,7,5,0.11,2025-12-13
CR0001030,C000387,828,3,4,4,0.53,2025-10-29
CR0001031,C000090,859,11,0,4,0.54,2025-03-07
CR0001032,C000466,302,14,6,3,0.8,2026-05-15
CR0001033,C000249,448,2,4,0,0.45,2026-09-12
CR0001034,C000348,723,9,1,1,0.81,2026-05-04
CR0001035,C000716,489,15,6,5,0.39,2025-04-19
CR0001036,C000939,571,9,6,4,0.65,2025-02-15
CR0001037,C000699,554,12,9,3,0.68,2024-10-03
CR0001038,C000181,862,8,4,4,0.39,2024-11-19
CR0001039,C000534,619,12,1,2,0.36,2025-11-08
CR0001040,C000690,567,6,10,0,0.15,2026-07-07
CR0001041,C000786,438,12,9,5,0.21,2025-08-27
CR0001042,C000680,789,6,3,5,0.89,2026-02-23
CR0001043,C000185,345,6,1,0,0.48,2026-02-19
CR0001044,C000803,732,11,0,1,0.8,2024-11-22
CR0001045,C000123,850,13,8,3,0.24,2025-10-18
CR0001046,C000735,621,4,6,5,0.63,2025-07-19
CR0001047,C000925,402,9,9,2,0.34,2025-02-14
CR0001048,C000573,357,7,7,0,0.09,2025-10-01
CR0001049,C000767,886,5,2,2,0.53,2025-05-20
CR0001050,C000822,894,5,2,0,0.31,2025-12-28
CR0001051,C000184,685,7,10,2,0.76,2025-12-29
CR0001052,C000214,870,10,6,3,0.5,2025-10-18
CR0001053,C000464,351,6,6,2,0.2,2024-10-29
CR0001054,C000319,618,6,6,2,0.49,2026-08-22
CR0001055,C000193,753,6,8,0,0.56,2026-02-15
CR0001056,C000526,615,13,5,1,0.22,2025-06-23
CR0001057,C000330,818,13,9,0,0.43,2025-07-21
CR0001058,C000722,548,14,5,2,0.77,2025-01-08
CR0001059,C000586,690,13,2,5,0.22,2026-03-26
CR0001060,C000875,728,6,4,0,0.15,2026-07-11
CR0001061,C000408,642,10,9,2,0.26,2025-08-14
CR0001062,C000989,354,1,10,3,0.19,2025-06-30
CR0001063,C000453,491,2,2,1,0.31,2025-07-12
CR0001064,C000843,762,7,7,5,0.64,2025-07-02
CR0001065,C000660,618,7,2,2,0.6,2024-09-25
CR0001066,C000924,699,1,1,0,0.21,2025-04-25
CR0001067,C000271,402,2,5,4,0.78,2025-06-10
CR0001068,C000351,557,9,8,5,0.4,2025-06-15
CR0001069,C000303,361,1,8,0,0.15,2025-05-13
CR0001070,C000561,828,7,7,5,0.5,2025-08-28
CR0001071,C000623,872,3,3,0,0.21,2026-07-27
CR0001072,C000225,666,8,0,2,0.45,2025-11-25
CR0001073,C000599,718,13,4,1,0.62,2024-11-23
CR0001074,C000774,735,2,2,5,0.15,2025-03-02
CR0001075,C000026,468,1,3,4,0.28,2026-04-04
CR0001076,C000338,790,6,3,3,0.36,2026-08-06
CR0001077,C000949,695,14,8,0,0.47,2025-08-27
CR0001078,C000345,658,14,10,1,0.38,2026-04-14
CR0001079,C000574,571,9,2,2,0.17,2025-08-04
CR0001080,C000667,870,12,3,4,0.34,2026-06-02
CR0001081,C000747,559,6,4,0,0.08,2025-08-25
CR0001082,C000412,739,5,4,5,0.38,2025-04-28
CR0001083,C000114,778,6,2,1,0.81,2025-01-21
CR0001084,C000354,378,2,2,1,0.19,2026-06-03
CR0001085,C000302,758,5,8,4,0.74,2026-04-04
CR0001086,C000765,803,11,9,5,0.78,2026-08-14
CR0001087,C000960,386,8,7,3,0.74,2025-08-11
CR0001088,C000333,548,11,4,5,0.63,2026-04-04
CR0001089,C000578,470,8,2,0,0.22,2026-08-13
CR0001090,C000375,868,9,6,5,0.2,2025-08-03
CR0001091,C000976,374,15,7,2,0.69,2025-01-02
CR0001092,C000877,855,1,1,4,0.76,2026-06-26
CR0001093,C000254,552,14,0,2,0.35,2025-12-16
CR0001094,C000125,499,1,6,4,0.94,2025-12-24
CR0001095,C000163,535,6,8,4,0.8,2024-11-21
CR0001096,C000991,573,10,3,2,0.81,2025-01-05
CR0001097,C000975,612,1,0,5,0.76,2025-02-24
CR0001098,C000708,406,9,1,5,0.84,2025-05-09
CR0001099,C000881,751,8,8,2,0.51,2025-09-19
CR0001100,C001000,368,14,6,2,0.94,2026-07-21
CR0001101,C000133,585,5,4,5,0.91,2025-10-29
CR0001102,C000903,567,5,6,0,0.79,2025-06-03
CR0001103,C000061,515,14,8,2,0.67,2024-11-06
CR0001104,C000641,786,10,9,1,0.46,2026-09-10
CR0001105,C000912,865,2,0,5,0.67,2025-12-18
CR0001106,C000462,628,4,10,4,0.16,2026-04-26
CR0001107,C000344,849,8,8,4,0.64,2025-07-04
CR0001108,C000423,851,12,6,4,0.56,2024-11-23
CR0001109,C000544,735,10,8,4,0.75,2024-09-21
CR0001110,C000548,362,5,5,3,0.57,2025-07-31
CR0001111,C000227,436,14,7,0,0.3,2026-01-25
CR0001112,C000939,760,11,2,2,0.39,2026-08-27
CR0001113,C000608,337,13,1,5,0.94,2025-04-16
CR0001114,C000594,853,12,6,5,0.28,2025-08-03
CR0001115,C000977,574,3,3,4,0.63,2025-01-29
CR0001116,C000461,760,3,8,1,0.26,2025-11-21
CR0001117,C000697,405,3,1,5,0.64,2025-09-09
CR0001118,C000013,811,1,6,1,0.9,2026-03-21
CR0001119,C000509,880,4,2,4,0.83,2025-12-01
CR0001120,C000982,350,12,9,4,0.88,2026-04-25
CR0001121,C000185,471,3,1,0,0.78,2026-08-27
CR0001122,C000503,315,3,3,1,0.85,2024-12-31
CR0001123,C000583,316,2,8,3,0.47,2025-02-17
CR0001124,C000632,688,2,0,0,0.51,2025-02-07
CR0001125,C000681,871,15,10,3,0.69,2026-06-24
CR0001126,C000799,424,1,8,0,0.79,2025-07-09
CR0001127,C000309,493,6,6,0,0.31,2025-04-28
CR0001128,C000937,540,15,8,2,0.89,2025-11-20
CR0001129,C000968,549,11,1,4,0.51,2025-10-02
CR0001130,C000935,348,13,7,2,0.43,2024-10-18
CR0001131,C000275,863,11,2,1,0.33,2026-06-17
CR0001132,C000403,718,14,9,2,0.8,2026-06-19
CR0001133,C000845,400,1,0,1,0.71,2025-05-08
CR0001134,C000367,317,8,6,1,0.05,2026-06-26
CR0001135,C000137,585,6,9,3,0.44,2025-12-14
CR0001136,C000681,376,6,0,5,0.09,2025-05-10
CR0001137,C000778,743,15,10,3,0.43,2025-10-04
CR0001138,C000299,394,2,0,5,0.4,2025-11-24
CR0001139,C000564,679,5,1,5,0.13,2026-04-13
CR0001140,C000176,530,5,0,3,0.54,2025-09-10
CR0001141,C000041,402,7,9,4,0.29,2025-03-09
CR0001142,C000657,780,1,8,4,0.06,2024-10-06
CR0001143,C000409,875,13,3,3,0.43,2026-05-23
CR0001144,C000086,507,5,8,1,0.39,2024-09-17
CR0001145,C000546,881,10,9,3,0.19,2025-01-13
CR0001146,C000816,770,13,0,4,0.26,2025-04-08
CR0001147,C000563,743,9,8,4,0.86,2025-05-07
CR0001148,C000718,879,2,7,4,0.95,2026-01-26
CR0001149,C000585,796,13,9,0,0.38,2026-06-25
CR0001150,C000768,679,13,9,3,0.21,2026-01-23
CR0001151,C000727,764,14,1,4,0.46,2025-09-18
CR0001152,C000396,686,1,9,1,0.16,2024-12-21
CR0001153,C000138,389,3,6,5,0.74,2026-02-05
CR0001154,C000621,667,8,10,4,0.57,2026-02-15
CR0001155,C000548,491,7,0,2,0.93,2026-08-10
CR0001156,C000267,866,14,0,4,0.38,2025-04-27
CR0001157,C000126,442,2,7,2,0.35,2025-08-06
CR0001158,C000864,621,2,7,3,0.46,2025-02-02
CR0001159,C000221,392,11,2,3,0.32,2025-10-03
CR0001160,C000493,489,13,1,0,0.54,2026-08-21
CR0001161,C000885,864,3,4,0,0.6,2026-03-04
CR0001162,C000532,712,3,6,2,0.21,2026-01-29
CR0001163,C000885,444,10,7,2,0.51,2025-03-25
CR0001164,C000923,376,8,0,5,0.84,2024-10-08
CR0001165,C000159,570,12,5,2,0.87,2024-12-17
CR0001166,C000125,407,14,8,2,0.66,2026-05-02
CR0001167,C000293,681,8,0,2,0.44,2025-04-19
CR0001168,C000900,817,3,0,4,0.18,2025-10-03
CR0001169,C000781,675,8,0,5,0.57,2024-11-06
CR0001170,C000805,350,2,10,3,0.25,2025-12-25
CR0001171,C000867,650,7,4,0,0.46,2026-04-18
CR0001172,C000495,516,14,2,2,0.81,2025-06-23
CR0001173,C000298,781,3,8,1,0.88,2025-12-11
CR0001174,C000825,635,15,4,0,0.1,2025-09-24
CR0001175,C000906,797,9,10,4,0.21,2025-11-29
CR0001176,C000842,568,12,7,1,0.13,2025-08-20
CR0001177,C000099,729,2,6,4,0.88,2026-07-22
CR0001178,C000087,682,1,7,0,0.1,2025-04-04
CR0001179,C000282,659,9,10,5,0.73,2026-01-16
CR0001180,C000243,360,2,1,4,0.38,2026-03-02
CR0001181,C000990,301,10,2,3,0.85,2025-09-20
CR0001182,C000885,411,14,10,0,0.33,2026-03-09
CR0001183,C000917,737,2,0,5,0.38,2026-06-13
CR0001184,C000033,751,1,9,1,0.23,2024-12-17
CR0001185,C000266,333,8,1,3,0.58,2025-07-02
CR0001186,C000988,315,1,7,2,0.87,2025-10-19
CR0001187,C000987,388,15,8,4,0.76,2026-04-08
CR0001188,C000636,875,12,5,5,0.31,2025-12-06
CR0001189,C000669,444,13,9,4,0.47,2024-09-29
CR0001190,C000430,868,10,3,3,0.36,2026-07-04
CR0001191,C000781,563,5,7,0,0.42,2025-04-05
CR0001192,C000455,390,10,8,1,0.93,2025-01-20
CR0001193,C000910,507,13,4,4,0.12,2025-12-11
CR0001194,C000086,372,1,4,2,0.09,2024-10-31
CR0001195,C000114,660,13,8,5,0.6,2025-01-07
CR0001196,C000379,527,11,2,0,0.47,2025-05-22
CR0001197,C000996,603,4,5,3,0.28,2025-09-09
CR0001198,C000822,547,6,2,3,0.53,2026-07-30
CR0001199,C000125,715,14,4,4,0.44,2026-03-08
CR0001200,C000238,739,8,3,4,0.54,2024-12-30
CR0001201,C000834,557,15,4,4,0.5,2025-06-20
CR0001202,C000367,860,5,2,2,0.77,2025-01-20
CR0001203,C000929,691,15,10,2,0.42,2024-10-27
CR0001204,C000463,441,9,0,2,0.35,2025-04-15
CR0001205,C000612,756,14,7,2,0.68,2025-06-23
CR0001206,C000561,702,6,7,4,0.35,2025-08-07
CR0001207,C000598,381,6,6,1,0.24,2026-01-23
CR0001208,C000705,487,12,0,4,0.08,2026-08-25
CR0001209,C000639,641,15,5,0,0.09,2025-06-19
CR0001210,C000828,616,12,0,5,0.94,2024-10-23
CR0001211,C000816,404,15,3,0,0.91,2025-04-29
CR0001212,C000976,402,8,8,3,0.14,2025-04-30
CR0001213,C000511,319,3,5,2,0.68,2025-11-01
CR0001214,C000452,755,11,6,0,0.67,2026-01-25
CR0001215,C000999,481,3,10,0,0.42,2026-09-13
CR0001216,C000637,679,15,3,2,0.79,2024-11-14
CR0001217,C000371,574,12,1,5,0.21,2025-10-20
CR0001218,C000954,300,15,1,5,0.17,2025-02-13
CR0001219,C000487,748,15,5,4,0.37,2026-05-04
CR0001220,C000804,360,1,2,3,0.73,2026-01-16
CR0001221,C000192,351,2,5,0,0.35,2025-02-05
CR0001222,C000862,487,15,5,5,0.67,2026-05-02
CR0001223,C000022,565,8,10,4,0.36,2024-11-28
CR0001224,C000337,748,5,0,3,0.14,2025-12-25
CR0001225,C000168,753,12,3,1,0.47,2026-04-23
CR0001226,C000313,863,1,5,5,0.72,2025-01-23
CR0001227,C000478,674,11,0,1,0.65,2025-11-12
CR0001228,C000075,367,1,0,3,0.31,2025-05-24
CR0001229,C000736,521,5,0,1,0.67,2026-07-25
CR0001230,C000932,892,2,0,2,0.36,2025-05-19
CR0001231,C000407,332,15,3,3,0.09,2026-06-20
CR0001232,C000474,591,2,1,4,0.32,2026-07-04
CR0001233,C000562,396,4,10,2,0.84,2026-03-02
CR0001234,C000749,478,9,5,2,0.73,2026-05-30
CR0001235,C000350,549,15,5,5,0.56,2025-05-07
CR0001236,C000189,450,1,5,3,0.11,2025-04-14
CR0001237,C000088,360,7,7,4,0.9,2026-03-02
CR0001238,C000034,313,11,0,3,0.56,2026-03-12
CR0001239,C000160,860,1,1,4,0.4,2026-03-04
CR0001240,C000269,749,8,4,0,0.75,2025-06-24
CR0001241,C000486,547,8,8,2,0.67,2024-11-29
CR0001242,C000775,428,12,3,5,0.22,2025-11-05
CR0001243,C000153,595,5,9,5,0.92,2025-12-10
CR0001244,C000639,683,14,3,0,0.05,2025-06-16
CR0001245,C000952,802,8,6,1,0.35,2026-06-17
CR0001246,C000403,308,4,2,5,0.36,2025-01-05
CR0001247,C000655,311,2,7,1,0.94,2024-09-26
CR0001248,C000873,620,5,2,3,0.22,2024-12-31
CR0001249,C000649,408,8,8,2,0.22,2025-10-23
CR0001250,C000426,362,11,2,5,0.9,2025-04-22
CR0001251,C000297,453,4,3,2,0.35,2025-07-02
CR0001252,C000255,397,2,0,5,0.76,2026-05-13
CR0001253,C000812,885,1,10,3,0.81,2025-09-27
CR0001254,C000974,347,6,3,0,0.62,2025-08-02
CR0001255,C000441,853,9,6,4,0.28,2025-06-07
CR0001256,C000422,314,3,1,0,0.4,2026-09-01
CR0001257,C000395,754,4,2,4,0.88,2026-08-24
CR0001258,C000596,588,15,10,2,0.91,2025-01-20
CR0001259,C000814,767,6,9,4,0.76,2024-12-04
CR0001260,C000396,856,8,5,4,0.82,2025-03-04
CR0001261,C000792,389,3,9,5,0.58,2025-01-14
CR0001262,C000696,733,5,2,3,0.09,2025-10-11
CR0001263,C000936,546,7,10,1,0.77,2025-03-06
CR0001264,C000264,444,8,5,2,0.52,2026-06-23
CR0001265,C000692,379,5,7,3,0.85,2025-02-09
CR0001266,C000291,429,1,7,0,0.13,2026-05-26
CR0001267,C000516,652,14,2,1,0.69,2026-08-13
CR0001268,C000927,863,1,2,1,0.44,2025-11-23
CR0001269,C000661,472,2,10,4,0.7,2026-01-05
CR0001270,C000873,475,2,5,4,0.76,2026-03-05
CR0001271,C000722,834,10,7,5,0.05,2026-06-23
CR0001272,C000800,674,10,1,3,0.15,2025-10-29
CR0001273,C000989,414,9,6,1,0.53,2026-07-05
CR0001274,C000880,640,9,8,0,0.71,2025-11-03
CR0001275,C000596,620,10,7,5,0.93,2026-03-23
CR0001276,C000524,471,12,1,3,0.55,2025-11-18
CR0001277,C000516,345,12,0,2,0.88,2026-03-15
CR0001278,C000273,790,9,9,1,0.11,2026-04-26
CR0001279,C000865,684,10,2,4,0.87,2026-06-01
CR0001280,C000661,791,15,2,4,0.3,2024-12-13
CR0001281,C000167,618,14,0,5,0.14,2025-08-06
CR0001282,C000642,826,3,2,5,0.73,2025-09-08
CR0001283,C000320,466,1,0,1,0.55,2026-08-28
CR0001284,C000585,601,9,2,5,0.88,2024-11-14
CR0001285,C000828,534,3,10,1,0.1,2024-12-15
CR0001286,C000540,390,5,4,3,0.94,2026-06-14
CR0001287,C000273,516,12,2,5,0.82,2024-12-26
CR0001288,C000270,412,2,6,2,0.57,2026-09-03
CR0001289,C000654,500,12,0,5,0.16,2024-09-29
CR0001290,C000857,313,3,0,5,0.24,2025-09-23
CR0001291,C000490,351,5,2,1,0.82,2025-06-13
CR0001292,C000599,433,12,7,3,0.37,2025-05-16
CR0001293,C000167,430,12,1,1,0.39,2026-03-06
CR0001294,C000347,498,1,2,4,0.13,2025-06-24
CR0001295,C000730,643,15,0,3,0.28,2025-01-01
CR0001296,C000408,501,1,10,0,0.36,2026-06-12
CR0001297,C000112,536,15,7,3,0.46,2025-08-25
CR0001298,C000916,707,15,9,0,0.6,2026-08-08
CR0001299,C000177,529,3,1,5,0.07,2025-12-24
CR0001300,C000924,465,10,1,3,0.66,2025-10-27
CR0001301,C000515,375,8,4,3,0.83,2026-05-02
CR0001302,C000822,341,14,2,4,0.72,2025-06-08
CR0001303,C000451,843,4,1,0,0.29,2025-01-27
CR0001304,C000868,854,14,4,0,0.61,2026-03-21
CR0001305,C000514,701,3,2,4,0.12,2025-05-10
CR0001306,C000583,507,2,6,3,0.06,2024-10-08
CR0001307,C000821,357,6,6,4,0.85,2026-04-17
CR0001308,C000484,727,14,6,3,0.91,2026-06-10
CR0001309,C000471,341,7,3,5,0.4,2024-12-17
CR0001310,C000896,456,2,9,4,0.77,2025-03-07
CR0001311,C000044,670,6,0,2,0.57,2024-12-24
CR0001312,C000592,560,5,10,0,0.45,2026-07-13
CR0001313,C000103,741,7,3,5,0.33,2026-03-09
CR0001314,C000342,493,12,3,4,0.43,2025-01-04
CR0001315,C000692,308,5,10,4,0.39,2026-03-04
CR0001316,C000340,764,4,2,1,0.4,2025-03-10
CR0001317,C000694,744,15,1,0,0.32,2025-05-12
CR0001318,C000989,450,5,3,3,0.65,2024-12-22
CR0001319,C000842,651,11,8,5,0.34,2025-02-25
CR0001320,C000149,454,2,10,4,0.82,2024-12-26
CR0001321,C000133,340,9,7,4,0.91,2024-11-16
CR0001322,C000730,400,12,9,3,0.18,2025-08-11
CR0001323,C000741,545,12,4,5,0.13,2026-03-06
CR0001324,C000032,884,11,6,2,0.25,2026-05-01
CR0001325,C000604,873,6,3,1,0.7,2026-05-17
CR0001326,C000399,588,8,2,2,0.65,2024-12-11
CR0001327,C000495,673,9,3,1,0.27,2024-11-15
CR0001328,C000786,507,14,0,5,0.27,2024-09-30
CR0001329,C000794,380,12,5,5,0.53,2026-05-10
CR0001330,C000421,715,1,5,5,0.29,2025-09-27
CR0001331,C000827,778,13,6,5,0.56,2026-04-27
CR0001332,C000270,575,8,5,3,0.41,2025-08-16
CR0001333,C000663,574,12,10,2,0.9,2024-10-19
CR0001334,C000807,669,4,6,2,0.56,2025-02-15
CR0001335,C000028,577,7,6,5,0.59,2024-12-08
CR0001336,C000249,814,7,1,3,0.24,2024-10-11
CR0001337,C000524,587,3,1,1,0.36,2026-05-24
CR0001338,C000847,678,1,8,5,0.87,2026-02-10
CR0001339,C000023,886,6,9,2,0.51,2025-10-19
CR0001340,C000850,649,3,6,4,0.18,2025-12-20
CR0001341,C000273,680,10,6,3,0.32,2024-11-01
CR0001342,C000265,757,3,1,1,0.06,2025-09-15
CR0001343,C000275,582,3,3,2,0.75,2024-12-17
CR0001344,C000245,421,5,2,3,0.16,2026-08-22
CR0001345,C000082,592,1,10,2,0.64,2025-03-31
CR0001346,C000008,897,4,3,1,0.9,2024-10-19
CR0001347,C000633,419,5,5,2,0.24,2024-11-06
CR0001348,C000682,357,8,9,3,0.25,2025-05-08
CR0001349,C000051,768,4,1,5,0.86,2026-02-16
CR0001350,C000247,330,9,10,5,0.71,2024-09-23
CR0001351,C000481,807,9,5,1,0.18,2026-04-25
CR0001352,C000969,423,2,5,5,0.54,2024-11-29
CR0001353,C000204,394,15,8,2,0.34,2026-05-16
CR0001354,C000383,514,6,10,2,0.72,2024-12-21
CR0001355,C000108,480,7,8,3,0.28,2026-08-31
CR0001356,C000357,810,1,1,3,0.22,2025-12-27
CR0001357,C000376,467,14,10,5,0.07,2025-02-22
CR0001358,C000364,841,7,5,5,0.79,2025-12-16
CR0001359,C000854,527,15,7,3,0.46,2026-08-16
CR0001360,C000564,891,7,6,5,0.34,2025-02-18
CR0001361,C000292,492,4,7,0,0.15,2025-02-06
CR0001362,C000239,363,11,0,5,0.68,2026-02-18
CR0001363,C000312,456,14,7,4,0.11,2025-06-16
CR0001364,C000930,676,6,10,4,0.64,2024-10-08
CR0001365,C000826,346,1,0,1,0.49,2024-11-25
CR0001366,C000231,482,12,2,0,0.33,2025-01-07
CR0001367,C000741,627,8,10,1,0.16,2026-07-05
CR0001368,C000734,327,10,4,1,0.92,2026-04-18
CR0001369,C000703,426,13,3,3,0.53,2025-04-19
CR0001370,C000946,388,8,2,0,0.23,2025-12-10
CR0001371,C000552,502,7,9,2,0.37,2025-06-13
CR0001372,C000134,457,9,6,1,0.87,2025-06-16
CR0001373,C000659,327,10,10,1,0.57,2025-01-18
CR0001374,C000606,796,13,3,2,0.17,2026-07-12
CR0001375,C000390,682,10,5,5,0.66,2025-10-09
CR0001376,C000443,540,3,2,1,0.63,2026-05-15
CR0001377,C000372,753,4,9,1,0.85,2026-04-04
CR0001378,C000346,478,1,4,2,0.82,2026-01-05
CR0001379,C000331,527,13,5,1,0.17,2025-03-22
CR0001380,C000074,733,7,1,4,0.37,2025-10-13
CR0001381,C000425,335,8,6,0,0.87,2025-12-02
CR0001382,C000077,864,8,0,4,0.22,2024-11-08
CR0001383,C000650,809,13,1,4,0.78,2024-12-01
CR0001384,C000096,504,7,0,0,0.06,2026-06-14
CR0001385,C000267,427,3,6,0,0.37,2025-12-09
CR0001386,C000091,866,4,8,5,0.55,2026-05-01
CR0001387,C000140,487,12,1,3,0.65,2024-09-26
CR0001388,C000078,745,15,4,4,0.82,2025-10-31
CR0001389,C000288,712,8,3,2,0.45,2025-03-03
CR0001390,C000291,568,3,2,1,0.93,2026-03-25
CR0001391,C000810,521,12,2,1,0.91,2025-02-11
CR0001392,C000586,820,1,10,0,0.73,2025-04-22
CR0001393,C000145,599,5,2,2,0.55,2025-01-27
CR0001394,C000812,879,3,10,5,0.62,2026-08-17
CR0001395,C000984,488,3,5,3,0.1,2026-04-24
CR0001396,C000840,487,14,9,2,0.24,2025-11-07
CR0001397,C000829,350,15,6,1,0.8,2024-09-19
CR0001398,C000493,790,14,3,0,0.82,2026-04-02
CR0001399,C000379,417,9,0,2,0.41,2024-12-01
CR0001400,C000095,803,5,1,1,0.06,2026-09-03
CR0001401,C000903,622,4,8,2,0.74,2025-03-01
CR0001402,C000835,875,6,2,0,0.85,2026-08-31
CR0001403,C000966,373,4,6,1,0.41,2025-10-12
CR0001404,C000160,358,9,4,5,0.41,2026-07-09
CR0001405,C000900,884,14,7,5,0.38,2026-03-19
CR0001406,C000755,364,6,4,3,0.09,2025-09-19
CR0001407,C000582,626,5,9,0,0.77,2025-06-27
CR0001408,C000374,368,6,1,3,0.93,2026-03-12
CR0001409,C000552,574,2,1,4,0.74,2025-12-17
CR0001410,C000399,650,6,6,2,0.07,2025-02-06
CR0001411,C000453,393,10,6,4,0.94,2025-08-23
CR0001412,C000515,628,8,8,3,0.37,2026-02-21
CR0001413,C000545,489,1,7,0,0.78,2024-12-08
CR0001414,C000960,318,5,2,3,0.93,2025-02-03
CR0001415,C000664,315,2,9,5,0.5,2026-06-26
CR0001416,C000377,439,12,10,0,0.18,2025-06-18
CR0001417,C000169,375,4,9,1,0.73,2025-07-07
CR0001418,C000305,740,15,9,3,0.47,2025-08-11
CR0001419,C000825,880,11,7,3,0.08,2025-03-01
CR0001420,C000695,835,8,3,0,0.2,2025-10-20
CR0001421,C000036,802,15,7,1,0.12,2025-03-11
CR0001422,C000134,489,3,7,5,0.4,2025-07-29
CR0001423,C000077,328,8,5,5,0.57,2024-12-12
CR0001424,C000657,843,9,9,3,0.63,2026-04-30
CR0001425,C000634,730,6,3,5,0.89,2025-05-18
CR0001426,C000333,885,15,4,1,0.15,2024-12-21
CR0001427,C000059,393,11,6,2,0.33,2025-09-12
CR0001428,C000701,331,9,10,5,0.76,2024-12-10
CR0001429,C000006,642,3,3,0,0.18,2025-10-24
CR0001430,C000980,462,2,9,0,0.37,2024-12-30
CR0001431,C000270,324,13,5,3,0.78,2025-10-06
CR0001432,C000691,578,5,9,5,0.46,2026-05-01
CR0001433,C000415,590,8,0,5,0.09,2025-06-23
CR0001434,C000123,443,7,8,3,0.41,2026-03-17
CR0001435,C000794,616,9,10,3,0.5,2025-04-27
CR0001436,C000018,604,10,7,4,0.46,2025-11-22
CR0001437,C000413,616,15,1,3,0.78,2026-03-30
CR0001438,C000846,694,15,5,3,0.67,2024-10-17
CR0001439,C000117,334,5,5,0,0.07,2024-11-18
CR0001440,C000780,550,6,5,5,0.25,2025-05-28
CR0001441,C000271,503,1,9,5,0.4,2025-10-04
