loan_id,customer_id,product_id,branch_id,application_date,approval_date,disbursement_date,loan_amount,interest_rate,tenure_months,loan_status
L0001308,C000021,LP005,BR010,2023-08-22,2023-08-27,2023-08-31,609448,12.0,31,ACTIVE
L0001309,C000007,LP003,BR010,2022-06-21,2022-06-23,2022-06-26,1646356,8.5,195,ACTIVE
L0001310,C000721,LP002,BR006,2025-06-19,2025-06-23,2025-06-25,497674,10.5,12,ACTIVE
L0001311,C000114,LP005,BR009,2024-04-29,2024-05-08,2024-05-11,535326,12.0,24,ACTIVE
L0001312,C000902,LP004,BR010,2024-10-26,2024-11-02,2024-11-05,905384,16.0,74,ACTIVE
L0001313,C000600,LP004,BR007,2025-03-19,2025-03-29,2025-03-30,957289,16.0,16,ACTIVE
L0001314,C000801,LP005,BR004,2023-12-02,2023-12-09,2023-12-14,190249,12.0,18,ACTIVE
L0001315,C000688,LP005,BR004,2023-01-12,2023-01-17,2023-01-20,554363,12.0,34,ACTIVE
L0001316,C000205,LP001,BR007,2024-04-16,2024-04-22,2024-04-23,391262,14.5,36,ACTIVE
L0001317,C000832,LP004,BR001,2021-10-18,2021-10-22,2021-10-24,1101863,16.0,16,ACTIVE
L0001318,C000083,LP003,BR002,2021-09-16,2021-09-17,2021-09-19,2692200,8.5,166,ACTIVE
L0001319,C000782,LP003,BR006,2026-02-27,2026-03-02,2026-03-05,2575465,8.5,166,DEFAULT
L0001320,C000664,LP004,BR005,2022-11-13,2022-11-16,2022-11-17,344801,16.0,110,ACTIVE
L0001321,C000885,LP004,BR009,2024-08-19,2024-08-26,2024-08-30,1580735,16.0,87,ACTIVE
L0001322,C000389,LP004,BR010,2024-02-23,2024-03-03,2024-03-05,1937118,16.0,66,CLOSED
L0001323,C000810,LP002,BR005,2025-09-12,2025-09-19,2025-09-22,733800,10.5,76,DEFAULT
L0001324,C000006,LP003,BR004,2026-04-05,2026-04-12,2026-04-17,3083513,8.5,199,ACTIVE
L0001325,C000484,LP002,BR003,2021-10-11,2021-10-13,2021-10-14,1434166,10.5,56,CLOSED
L0001326,C000923,LP004,BR009,2025-11-22,2025-11-27,2025-11-29,1669278,16.0,62,ACTIVE
L0001327,C000402,LP005,BR005,2025-10-07,2025-10-08,2025-10-10,876046,12.0,27,ACTIVE
L0001328,C000891,LP001,BR008,2024-04-03,2024-04-05,2024-04-06,455664,14.5,56,ACTIVE
L0001329,C000864,LP002,BR006,2021-10-14,2021-10-23,2021-10-27,1472630,10.5,48,ACTIVE
L0001330,C000480,LP003,BR009,2025-05-15,2025-05-18,2025-05-20,3642803,8.5,59,CLOSED
L0001331,C000879,LP004,BR010,2024-03-14,2024-03-18,2024-03-22,481648,16.0,76,ACTIVE
L0001332,C000277,LP005,BR002,2023-09-04,2023-09-12,2023-09-17,873929,12.0,18,CLOSED
L0001333,C000109,LP002,BR010,2021-10-08,2021-10-12,2021-10-13,483211,10.5,36,ACTIVE
L0001334,C000155,LP005,BR008,2026-05-16,2026-05-23,2026-05-27,677286,12.0,31,ACTIVE
L0001335,C000622,LP005,BR010,2024-11-19,2024-11-22,2024-11-23,327364,12.0,14,ACTIVE
L0001336,C000235,LP005,BR004,2023-04-24,2023-04-26,2023-04-29,87384,12.0,22,ACTIVE
L0001337,C000460,LP004,BR002,2025-03-18,2025-03-28,2025-03-30,1102222,16.0,74,ACTIVE
L0001338,C000060,LP003,BR004,2026-06-23,2026-06-24,2026-06-25,2732047,8.5,204,ACTIVE
L0001339,C000665,LP004,BR008,2025-06-05,2025-06-15,2025-06-16,303092,16.0,39,DEFAULT
L0001340,C000762,LP003,BR005,2025-01-24,2025-01-25,2025-01-29,4862697,8.5,206,ACTIVE
L0001341,C000400,LP002,BR005,2023-11-01,2023-11-09,2023-11-13,806803,10.5,66,ACTIVE
L0001342,C000930,LP005,BR002,2023-02-05,2023-02-11,2023-02-14,350536,12.0,19,ACTIVE
L0001343,C000663,LP001,BR005,2025-01-08,2025-01-15,2025-01-19,370239,14.5,15,ACTIVE
L0001344,C000813,LP004,BR007,2024-12-04,2024-12-10,2024-12-11,106469,16.0,70,ACTIVE
L0001345,C000261,LP003,BR001,2023-08-02,2023-08-05,2023-08-06,1530914,8.5,234,DEFAULT
L0001346,C000061,LP005,BR006,2023-12-12,2023-12-17,2023-12-19,406326,12.0,26,DEFAULT
L0001347,C000599,LP004,BR006,2022-05-20,2022-05-28,2022-06-02,966389,16.0,96,CLOSED
L0001348,C000029,LP001,BR004,2025-04-19,2025-04-20,2025-04-23,58719,14.5,52,ACTIVE
L0001349,C000190,LP004,BR003,2023-09-30,2023-10-01,2023-10-04,1521721,16.0,68,CLOSED
L0001350,C000324,LP004,BR005,2026-02-07,2026-02-17,2026-02-21,939207,16.0,106,DEFAULT
L0001351,C000829,LP002,BR010,2024-01-08,2024-01-10,2024-01-13,997405,10.5,72,ACTIVE
L0001352,C000102,LP002,BR007,2024-02-17,2024-02-24,2024-02-27,1373335,10.5,36,CLOSED
L0001353,C000452,LP003,BR003,2026-03-26,2026-04-04,2026-04-09,4733198,8.5,20,CLOSED
L0001354,C000417,LP001,BR003,2023-12-30,2024-01-07,2024-01-08,207993,14.5,55,DEFAULT
L0001355,C000843,LP005,BR006,2025-03-21,2025-03-29,2025-03-31,959952,12.0,26,ACTIVE
L0001356,C000469,LP001,BR007,2023-04-23,2023-05-01,2023-05-06,176301,14.5,27,CLOSED
L0001357,C000684,LP003,BR004,2022-04-16,2022-04-19,2022-04-20,1384743,8.5,123,ACTIVE
L0001358,C000757,LP002,BR008,2023-04-05,2023-04-08,2023-04-11,904236,10.5,47,CLOSED
L0001359,C000475,LP004,BR005,2022-11-14,2022-11-19,2022-11-23,1982216,16.0,97,ACTIVE
L0001360,C000909,LP001,BR001,2024-03-03,2024-03-06,2024-03-11,382161,14.5,58,ACTIVE
L0001361,C000010,LP005,BR006,2022-08-24,2022-08-26,2022-08-29,934295,12.0,19,DEFAULT
L0001362,C000579,LP002,BR005,2025-07-31,2025-08-10,2025-08-11,1450537,10.5,55,ACTIVE
L0001363,C000440,LP003,BR006,2025-07-23,2025-07-30,2025-08-04,4165505,8.5,218,CLOSED
L0001364,C000558,LP002,BR005,2024-01-09,2024-01-13,2024-01-16,342619,10.5,49,ACTIVE
L0001365,C000770,LP005,BR010,2025-11-22,2025-11-24,2025-11-25,376765,12.0,35,DEFAULT
L0001366,C000378,LP003,BR005,2023-04-22,2023-04-26,2023-04-27,3584801,8.5,44,ACTIVE
L0001367,C000011,LP001,BR006,2024-06-08,2024-06-15,2024-06-20,436357,14.5,12,ACTIVE
L0001368,C000954,LP005,BR002,2021-11-15,2021-11-16,2021-11-21,581620,12.0,18,ACTIVE
L0001369,C000813,LP003,BR006,2023-01-01,2023-01-08,2023-01-11,3562041,8.5,216,CLOSED
L0001370,C000013,LP001,BR001,2022-02-17,2022-02-26,2022-03-03,359736,14.5,26,ACTIVE
L0001371,C000362,LP005,BR008,2026-04-05,2026-04-12,2026-04-13,584441,12.0,26,ACTIVE
L0001372,C000492,LP003,BR008,2021-11-23,2021-11-26,2021-11-29,2336301,8.5,139,ACTIVE
L0001373,C000623,LP004,BR010,2023-04-16,2023-04-19,2023-04-24,694317,16.0,30,ACTIVE
L0001374,C000880,LP001,BR005,2022-07-30,2022-08-09,2022-08-12,211948,14.5,44,ACTIVE
L0001375,C000462,LP005,BR008,2024-02-09,2024-02-14,2024-02-19,521515,12.0,32,CLOSED
L0001376,C000454,LP002,BR007,2023-12-31,2024-01-08,2024-01-11,890015,10.5,19,ACTIVE
L0001377,C000559,LP003,BR006,2022-10-09,2022-10-12,2022-10-14,2388038,8.5,191,ACTIVE
L0001378,C000943,LP002,BR003,2025-06-09,2025-06-12,2025-06-16,921680,10.5,50,CLOSED
L0001379,C000392,LP003,BR009,2021-10-11,2021-10-12,2021-10-17,3790729,8.5,98,ACTIVE
L0001380,C000332,LP001,BR002,2023-09-09,2023-09-17,2023-09-20,447260,14.5,37,ACTIVE
L0001381,C000560,LP001,BR002,2022-06-23,2022-06-25,2022-06-30,431028,14.5,30,ACTIVE
L0001382,C000479,LP003,BR010,2022-12-28,2023-01-01,2023-01-06,3803202,8.5,36,CLOSED
L0001383,C000622,LP005,BR001,2021-10-31,2021-11-06,2021-11-11,927915,12.0,13,ACTIVE
L0001384,C000653,LP005,BR001,2025-11-27,2025-12-05,2025-12-07,625193,12.0,16,ACTIVE
L0001385,C000210,LP002,BR006,2023-07-22,2023-07-30,2023-08-02,403715,10.5,38,CLOSED
L0001386,C000924,LP002,BR004,2024-08-13,2024-08-17,2024-08-18,859642,10.5,25,CLOSED
L0001387,C000407,LP001,BR001,2025-04-13,2025-04-20,2025-04-24,406224,14.5,22,ACTIVE
L0001388,C000108,LP004,BR004,2024-05-11,2024-05-13,2024-05-16,1093789,16.0,34,ACTIVE
L0001389,C000961,LP002,BR008,2025-12-12,2025-12-14,2025-12-19,1463353,10.5,55,DEFAULT
L0001390,C000021,LP001,BR001,2024-11-12,2024-11-19,2024-11-21,378714,14.5,58,ACTIVE
L0001391,C000575,LP003,BR010,2025-08-26,2025-08-30,2025-08-31,1496587,8.5,73,ACTIVE
L0001392,C000203,LP002,BR002,2021-12-23,2021-12-31,2022-01-03,1350228,10.5,34,ACTIVE
L0001393,C000669,LP004,BR001,2024-07-08,2024-07-10,2024-07-14,1913817,16.0,116,ACTIVE
L0001394,C000903,LP005,BR001,2022-05-23,2022-05-28,2022-06-01,405166,12.0,12,ACTIVE
L0001395,C000413,LP002,BR001,2022-12-13,2022-12-15,2022-12-16,355960,10.5,74,DEFAULT
L0001396,C000401,LP004,BR010,2022-03-09,2022-03-13,2022-03-14,1330714,16.0,85,DEFAULT
L0001397,C000716,LP002,BR008,2023-12-22,2023-12-30,2024-01-02,298292,10.5,35,ACTIVE
L0001398,C000753,LP005,BR001,2025-01-17,2025-01-25,2025-01-29,332856,12.0,30,CLOSED
L0001399,C000293,LP001,BR005,2022-04-25,2022-04-27,2022-04-30,83291,14.5,57,DEFAULT
L0001400,C000456,LP003,BR008,2026-04-30,2026-05-03,2026-05-07,665644,8.5,112,DEFAULT
L0001401,C000364,LP004,BR001,2025-09-15,2025-09-24,2025-09-29,1124591,16.0,20,DEFAULT
L0001402,C000191,LP004,BR008,2023-04-03,2023-04-13,2023-04-18,1596840,16.0,116,ACTIVE
L0001403,C000692,LP001,BR007,2023-05-06,2023-05-10,2023-05-11,144720,14.5,50,CLOSED
L0001404,C000867,LP002,BR008,2023-11-01,2023-11-02,2023-11-07,1037915,10.5,52,ACTIVE
L0001405,C000593,LP005,BR005,2024-12-14,2024-12-15,2024-12-17,623016,12.0,18,CLOSED
L0001406,C000810,LP004,BR005,2021-10-25,2021-10-27,2021-11-01,638465,16.0,120,ACTIVE
L0001407,C000931,LP002,BR009,2022-09-29,2022-10-01,2022-10-02,1161469,10.5,50,ACTIVE
L0001408,C000234,LP004,BR007,2023-10-29,2023-11-07,2023-11-09,987202,16.0,96,ACTIVE
L0001409,C000488,LP002,BR003,2024-12-24,2024-12-28,2024-12-31,196817,10.5,78,ACTIVE
L0001410,C000657,LP004,BR005,2025-06-23,2025-07-02,2025-07-06,393297,16.0,85,ACTIVE
L0001411,C000229,LP004,BR004,2023-10-23,2023-10-29,2023-11-03,838443,16.0,89,DEFAULT
L0001412,C000634,LP005,BR002,2021-12-29,2022-01-07,2022-01-09,741347,12.0,15,ACTIVE
L0001413,C000128,LP004,BR004,2023-05-27,2023-05-31,2023-06-01,494419,16.0,30,ACTIVE
L0001414,C000576,LP003,BR002,2025-08-17,2025-08-21,2025-08-23,2312274,8.5,163,ACTIVE
L0001415,C000510,LP001,BR007,2022-07-04,2022-07-09,2022-07-11,432260,14.5,51,ACTIVE
L0001416,C000228,LP002,BR008,2026-02-21,2026-02-23,2026-02-28,634705,10.5,45,ACTIVE
L0001417,C000952,LP005,BR006,2023-06-25,2023-06-28,2023-07-02,498221,12.0,14,ACTIVE
L0001418,C000671,LP002,BR003,2025-09-24,2025-10-01,2025-10-03,1223872,10.5,38,ACTIVE
L0001419,C000188,LP004,BR008,2025-01-06,2025-01-11,2025-01-13,1598299,16.0,59,DEFAULT
L0001420,C000310,LP005,BR007,2024-05-12,2024-05-21,2024-05-26,192011,12.0,25,CLOSED
L0001421,C000600,LP004,BR010,2024-06-15,2024-06-21,2024-06-25,894698,16.0,15,DEFAULT
L0001422,C000095,LP003,BR002,2023-01-21,2023-01-25,2023-01-26,2765974,8.5,43,DEFAULT
L0001423,C000808,LP003,BR008,2022-01-25,2022-01-27,2022-02-01,3912328,8.5,28,ACTIVE
L0001424,C001000,LP004,BR002,2026-05-20,2026-05-22,2026-05-25,799436,16.0,111,ACTIVE
L0001425,C000084,LP004,BR005,2026-02-20,2026-02-23,2026-02-25,673878,16.0,13,ACTIVE
L0001426,C000690,LP005,BR003,2022-09-30,2022-10-07,2022-10-09,417024,12.0,15,ACTIVE
L0001427,C000152,LP005,BR009,2023-11-12,2023-11-15,2023-11-20,783706,12.0,21,DEFAULT
L0001428,C000343,LP001,BR003,2025-10-20,2025-10-28,2025-10-29,327327,14.5,34,DEFAULT
L0001429,C000431,LP004,BR009,2024-04-01,2024-04-06,2024-04-11,668441,16.0,89,ACTIVE
L0001430,C000037,LP004,BR003,2023-05-26,2023-05-27,2023-05-29,766886,16.0,108,ACTIVE
L0001431,C000222,LP005,BR006,2024-10-09,2024-10-12,2024-10-15,865241,12.0,35,DEFAULT
L0001432,C000745,LP002,BR006,2022-02-24,2022-03-05,2022-03-10,944420,10.5,73,DEFAULT
L0001433,C000112,LP003,BR008,2023-07-24,2023-07-27,2023-07-30,579670,8.5,187,DEFAULT
L0001434,C000949,LP004,BR010,2022-09-01,2022-09-04,2022-09-06,399200,16.0,60,DEFAULT
L0001435,C000953,LP001,BR009,2023-09-19,2023-09-24,2023-09-25,430328,14.5,52,ACTIVE
L0001436,C000461,LP004,BR001,2025-05-26,2025-05-30,2025-06-04,977120,16.0,102,ACTIVE
L0001437,C000527,LP004,BR007,2024-06-20,2024-06-23,2024-06-27,842394,16.0,114,ACTIVE
L0001438,C000778,LP005,BR007,2021-11-01,2021-11-10,2021-11-13,309221,12.0,25,DEFAULT
L0001439,C000725,LP005,BR007,2023-02-17,2023-02-21,2023-02-24,686511,12.0,14,ACTIVE
L0001440,C000800,LP005,BR008,2024-01-21,2024-01-28,2024-01-31,906304,12.0,14,ACTIVE
L0001441,C000946,LP001,BR009,2022-09-22,2022-09-24,2022-09-26,99090,14.5,22,DEFAULT
L0001442,C000816,LP002,BR008,2025-01-27,2025-01-28,2025-01-29,699472,10.5,82,ACTIVE
L0001443,C000267,LP004,BR003,2023-10-11,2023-10-12,2023-10-16,1519841,16.0,77,CLOSED
L0001444,C000607,LP004,BR008,2021-10-13,2021-10-21,2021-10-25,1180057,16.0,99,DEFAULT
L0001445,C000060,LP004,BR009,2022-01-24,2022-01-26,2022-01-30,129150,16.0,90,CLOSED
L0001446,C000934,LP004,BR009,2025-10-01,2025-10-02,2025-10-06,1573441,16.0,80,ACTIVE
L0001447,C000527,LP001,BR008,2023-01-10,2023-01-14,2023-01-19,408653,14.5,50,ACTIVE
L0001448,C000958,LP005,BR002,2024-11-12,2024-11-22,2024-11-26,196718,12.0,33,DEFAULT
L0001449,C000638,LP001,BR007,2022-06-21,2022-06-25,2022-06-27,89385,14.5,35,CLOSED
L0001450,C000870,LP003,BR004,2023-10-28,2023-11-06,2023-11-09,927035,8.5,120,ACTIVE
L0001451,C000228,LP003,BR002,2023-01-18,2023-01-25,2023-01-27,3631330,8.5,40,ACTIVE
L0001452,C000885,LP001,BR007,2025-12-17,2025-12-21,2025-12-26,496052,14.5,19,ACTIVE
L0001453,C000889,LP002,BR007,2022-06-26,2022-07-01,2022-07-05,715608,10.5,45,CLOSED
L0001454,C000743,LP005,BR005,2024-08-02,2024-08-03,2024-08-08,432742,12.0,18,ACTIVE
L0001455,C000836,LP005,BR006,2022-03-21,2022-03-30,2022-03-31,505550,12.0,31,ACTIVE
L0001456,C000490,LP004,BR008,2022-03-20,2022-03-21,2022-03-24,112354,16.0,90,ACTIVE
L0001457,C000637,LP004,BR008,2024-09-24,2024-09-30,2024-10-03,842166,16.0,25,ACTIVE
L0001458,C000568,LP002,BR003,2023-01-07,2023-01-13,2023-01-15,943197,10.5,57,ACTIVE
L0001459,C000859,LP005,BR009,2026-04-09,2026-04-11,2026-04-15,535947,12.0,18,ACTIVE
L0001460,C000511,LP002,BR009,2022-08-15,2022-08-24,2022-08-29,422354,10.5,64,ACTIVE
L0001461,C000115,LP002,BR004,2022-10-11,2022-10-19,2022-10-20,426380,10.5,44,CLOSED
L0001462,C000192,LP001,BR010,2025-11-09,2025-11-17,2025-11-21,246245,14.5,31,ACTIVE
L0001463,C000787,LP005,BR003,2023-09-08,2023-09-15,2023-09-17,582484,12.0,20,ACTIVE
L0001464,C000179,LP004,BR007,2024-05-27,2024-06-04,2024-06-08,439391,16.0,29,ACTIVE
L0001465,C000849,LP004,BR009,2026-06-16,2026-06-23,2026-06-24,853374,16.0,102,CLOSED
L0001466,C000970,LP001,BR006,2024-08-30,2024-09-01,2024-09-03,199369,14.5,14,CLOSED
L0001467,C000556,LP004,BR009,2025-06-10,2025-06-17,2025-06-21,1660121,16.0,54,ACTIVE
L0001468,C000132,LP005,BR005,2023-05-08,2023-05-11,2023-05-13,522577,12.0,33,ACTIVE
L0001469,C000631,LP005,BR002,2021-11-21,2021-11-23,2021-11-27,532824,12.0,29,ACTIVE
L0001470,C000652,LP004,BR010,2024-12-02,2024-12-05,2024-12-08,1675149,16.0,109,ACTIVE
L0001471,C000459,LP005,BR010,2024-10-02,2024-10-11,2024-10-15,157801,12.0,15,ACTIVE
L0001472,C000973,LP004,BR001,2022-11-08,2022-11-09,2022-11-11,426195,16.0,56,DEFAULT
L0001473,C000679,LP002,BR005,2023-11-03,2023-11-04,2023-11-06,209135,10.5,55,ACTIVE
L0001474,C000729,LP005,BR004,2022-01-16,2022-01-26,2022-01-27,475426,12.0,27,ACTIVE
L0001475,C000410,LP004,BR001,2025-11-01,2025-11-06,2025-11-10,273255,16.0,109,ACTIVE
L0001476,C000848,LP003,BR001,2025-06-06,2025-06-10,2025-06-15,1779226,8.5,198,DEFAULT
L0001477,C000333,LP003,BR001,2026-06-18,2026-06-21,2026-06-23,2858363,8.5,208,ACTIVE
L0001478,C000191,LP001,BR006,2024-03-19,2024-03-24,2024-03-26,399349,14.5,39,CLOSED
L0001479,C000433,LP001,BR009,2026-04-29,2026-05-07,2026-05-08,417601,14.5,58,DEFAULT
L0001480,C000417,LP005,BR007,2025-11-16,2025-11-26,2025-11-28,217833,12.0,30,CLOSED
L0001481,C000933,LP004,BR006,2023-04-28,2023-05-02,2023-05-03,377444,16.0,63,ACTIVE
L0001482,C000010,LP002,BR005,2026-07-12,2026-07-17,2026-07-19,406622,10.5,66,ACTIVE
L0001483,C000430,LP005,BR001,2023-04-18,2023-04-28,2023-04-30,115352,12.0,13,ACTIVE
L0001484,C000001,LP002,BR008,2026-05-01,2026-05-08,2026-05-13,742663,10.5,41,CLOSED
L0001485,C000797,LP002,BR007,2024-08-31,2024-09-06,2024-09-10,1104945,10.5,19,DEFAULT
L0001486,C000837,LP004,BR001,2024-06-17,2024-06-24,2024-06-25,738142,16.0,26,ACTIVE
L0001487,C000540,LP005,BR004,2025-09-10,2025-09-16,2025-09-19,388075,12.0,34,ACTIVE
L0001488,C000642,LP002,BR002,2024-01-19,2024-01-23,2024-01-26,199732,10.5,35,ACTIVE
L0001489,C000471,LP003,BR005,2026-06-04,2026-06-05,2026-06-06,3198108,8.5,66,ACTIVE
L0001490,C000330,LP003,BR001,2023-01-27,2023-02-04,2023-02-07,1345250,8.5,122,CLOSED
L0001491,C000364,LP003,BR001,2022-04-17,2022-04-22,2022-04-26,3549940,8.5,97,ACTIVE
L0001492,C000650,LP001,BR008,2026-03-24,2026-03-26,2026-03-27,400721,14.5,12,DEFAULT
L0001493,C000249,LP004,BR004,2023-01-10,2023-01-13,2023-01-16,856167,16.0,106,ACTIVE
L0001494,C000378,LP004,BR002,2025-07-13,2025-07-23,2025-07-28,1368176,16.0,59,CLOSED
L0001495,C000823,LP001,BR008,2024-03-22,2024-03-27,2024-03-29,356355,14.5,36,ACTIVE
L0001496,C000791,LP004,BR001,2023-12-13,2023-12-15,2023-12-17,1420280,16.0,107,DEFAULT
L0001497,C000647,LP002,BR008,2026-04-25,2026-04-27,2026-04-28,1330108,10.5,36,CLOSED
L0001498,C000545,LP004,BR006,2024-10-30,2024-11-07,2024-11-08,257033,16.0,81,DEFAULT
L0001499,C000525,LP001,BR010,2025-07-27,2025-08-02,2025-08-05,430292,14.5,42,CLOSED
L0001500,C000032,LP001,BR010,2021-09-18,2021-09-27,2021-09-29,72969,14.5,20,CLOSED
L0001501,C000440,LP002,BR006,2026-01-04,2026-01-11,2026-01-16,629584,10.5,83,ACTIVE
L0001502,C000249,LP004,BR004,2024-12-06,2024-12-12,2024-12-16,1420921,16.0,103,ACTIVE
L0001503,C000204,LP003,BR007,2023-04-15,2023-04-22,2023-04-23,4550192,8.5,119,DEFAULT
L0001504,C000528,LP004,BR008,2021-11-13,2021-11-22,2021-11-23,450088,16.0,88,ACTIVE
L0001505,C000907,LP005,BR001,2024-10-21,2024-10-24,2024-10-27,67652,12.0,30,ACTIVE
L0001506,C000844,LP005,BR002,2023-09-27,2023-10-01,2023-10-05,539072,12.0,33,DEFAULT
L0001507,C000486,LP004,BR005,2024-06-08,2024-06-17,2024-06-18,447116,16.0,68,DEFAULT
L0001508,C000390,LP001,BR001,2022-03-31,2022-04-07,2022-04-12,458615,14.5,36,ACTIVE
L0001509,C000070,LP001,BR003,2026-04-17,2026-04-27,2026-04-30,158488,14.5,23,ACTIVE
L0001510,C000036,LP004,BR005,2025-01-01,2025-01-04,2025-01-09,556775,16.0,87,ACTIVE
L0001511,C000085,LP001,BR006,2023-04-28,2023-05-07,2023-05-11,314145,14.5,57,DEFAULT
L0001512,C000452,LP005,BR008,2026-03-02,2026-03-07,2026-03-10,913884,12.0,19,ACTIVE
L0001513,C000884,LP002,BR006,2025-12-09,2025-12-14,2025-12-19,349777,10.5,33,CLOSED
L0001514,C000990,LP003,BR005,2026-05-26,2026-05-27,2026-06-01,2498307,8.5,86,ACTIVE
L0001515,C000712,LP003,BR009,2023-01-07,2023-01-10,2023-01-13,1615444,8.5,81,ACTIVE
L0001516,C000365,LP002,BR003,2024-02-12,2024-02-16,2024-02-18,1221126,10.5,26,ACTIVE
L0001517,C000583,LP005,BR005,2024-06-14,2024-06-20,2024-06-25,407040,12.0,22,ACTIVE
L0001518,C000177,LP004,BR010,2025-03-12,2025-03-21,2025-03-24,1614310,16.0,29,ACTIVE
L0001519,C000770,LP001,BR003,2024-06-12,2024-06-22,2024-06-25,220202,14.5,15,ACTIVE
L0001520,C000469,LP004,BR008,2022-08-25,2022-08-31,2022-09-02,1631920,16.0,47,CLOSED
L0001521,C000336,LP005,BR001,2022-07-12,2022-07-17,2022-07-18,583492,12.0,33,DEFAULT
L0001522,C000102,LP004,BR004,2026-02-27,2026-03-01,2026-03-05,1471169,16.0,44,DEFAULT
L0001523,C000278,LP002,BR005,2022-04-11,2022-04-20,2022-04-22,1027328,10.5,40,ACTIVE
L0001524,C000944,LP003,BR001,2022-01-30,2022-02-04,2022-02-06,3817387,8.5,51,ACTIVE
L0001525,C000368,LP003,BR001,2022-10-24,2022-10-28,2022-11-01,3592376,8.5,49,ACTIVE
L0001526,C000244,LP001,BR006,2023-03-25,2023-03-27,2023-03-31,145165,14.5,41,CLOSED
L0001527,C000278,LP001,BR010,2021-12-22,2021-12-25,2021-12-27,348664,14.5,43,CLOSED
L0001528,C000935,LP003,BR006,2023-06-05,2023-06-10,2023-06-11,3101812,8.5,53,CLOSED
L0001529,C000134,LP005,BR009,2022-08-14,2022-08-21,2022-08-26,216972,12.0,14,CLOSED
L0001530,C000532,LP003,BR003,2025-11-01,2025-11-03,2025-11-07,2557338,8.5,128,ACTIVE
L0001531,C000614,LP004,BR001,2023-05-04,2023-05-06,2023-05-11,387920,16.0,105,ACTIVE
L0001532,C000656,LP002,BR002,2022-07-19,2022-07-29,2022-07-30,892461,10.5,61,ACTIVE
L0001533,C000373,LP002,BR003,2021-12-23,2021-12-25,2021-12-26,1451576,10.5,17,CLOSED
L0001534,C000835,LP001,BR002,2026-07-26,2026-07-30,2026-07-31,190329,14.5,21,DEFAULT
L0001535,C000455,LP002,BR008,2025-01-05,2025-01-06,2025-01-07,323008,10.5,81,ACTIVE
L0001536,C000749,LP005,BR008,2025-11-16,2025-11-18,2025-11-20,165993,12.0,27,DEFAULT
L0001537,C000293,LP003,BR008,2026-03-07,2026-03-15,2026-03-17,3078532,8.5,96,ACTIVE
L0001538,C000988,LP004,BR010,2023-11-20,2023-11-23,2023-11-25,217179,16.0,81,ACTIVE
L0001539,C000120,LP004,BR010,2022-02-15,2022-02-24,2022-02-25,144476,16.0,117,ACTIVE
L0001540,C000358,LP002,BR006,2024-10-28,2024-10-30,2024-11-04,722305,10.5,25,DEFAULT
L0001541,C000652,LP003,BR004,2023-08-02,2023-08-09,2023-08-11,510153,8.5,69,ACTIVE
L0001542,C000107,LP002,BR004,2022-04-24,2022-04-28,2022-05-02,908206,10.5,30,ACTIVE
L0001543,C000572,LP002,BR009,2021-10-26,2021-10-31,2021-11-02,906866,10.5,26,ACTIVE
L0001544,C000109,LP003,BR008,2023-06-26,2023-06-29,2023-06-30,2383430,8.5,38,ACTIVE
L0001545,C000966,LP001,BR005,2025-11-20,2025-11-26,2025-11-27,372802,14.5,33,ACTIVE
L0001546,C000590,LP001,BR001,2022-05-22,2022-05-28,2022-05-29,72726,14.5,50,CLOSED
L0001547,C000808,LP005,BR001,2025-09-09,2025-09-12,2025-09-16,576249,12.0,22,DEFAULT
L0001548,C000356,LP001,BR007,2022-03-23,2022-03-26,2022-03-30,128758,14.5,54,ACTIVE
L0001549,C000106,LP001,BR004,2024-10-11,2024-10-21,2024-10-24,232654,14.5,18,ACTIVE
L0001550,C000256,LP001,BR003,2026-06-15,2026-06-23,2026-06-26,189146,14.5,57,ACTIVE
L0001551,C000884,LP002,BR002,2025-03-31,2025-04-01,2025-04-03,1475425,10.5,30,ACTIVE
L0001552,C000036,LP004,BR001,2024-11-05,2024-11-08,2024-11-12,1036788,16.0,104,ACTIVE
L0001553,C000570,LP002,BR007,2022-03-16,2022-03-18,2022-03-19,1311824,10.5,66,ACTIVE
L0001554,C000835,LP005,BR002,2023-12-20,2023-12-23,2023-12-24,358746,12.0,16,CLOSED
L0001555,C000999,LP004,BR005,2026-03-17,2026-03-24,2026-03-27,769653,16.0,75,ACTIVE
L0001556,C000287,LP002,BR008,2022-01-20,2022-01-28,2022-02-01,1361946,10.5,54,CLOSED
L0001557,C000743,LP005,BR007,2022-04-22,2022-04-26,2022-04-30,458996,12.0,29,ACTIVE
L0001558,C000275,LP002,BR006,2024-04-17,2024-04-26,2024-05-01,1133060,10.5,80,DEFAULT
L0001559,C000439,LP004,BR005,2022-05-16,2022-05-20,2022-05-24,275359,16.0,86,ACTIVE
L0001560,C000978,LP001,BR008,2023-07-18,2023-07-27,2023-08-01,457158,14.5,56,CLOSED
L0001561,C000604,LP004,BR007,2026-02-15,2026-02-17,2026-02-19,858559,16.0,12,CLOSED
L0001562,C000032,LP002,BR008,2022-07-14,2022-07-15,2022-07-18,1270996,10.5,72,CLOSED
L0001563,C000022,LP001,BR010,2022-07-27,2022-07-29,2022-07-30,233158,14.5,35,CLOSED
L0001564,C000529,LP001,BR010,2023-09-03,2023-09-08,2023-09-12,125570,14.5,47,ACTIVE
